County,County code,Year,Fuel type,Region,Count
Tierp,360,1/1/2013,Electricty,Uppsala län,0
Tierp,360,1/1/2013,Ethanol,Uppsala län,0
Tierp,360,1/1/2013,Gas,Uppsala län,58
Tierp,360,1/1/2013,NG,Uppsala län,0
Tierp,360,1/1/2013,Plug-in hybrids,Uppsala län,1
Tierp,360,1/1/2014,Diesel,Uppsala län,134
Tierp,360,1/1/2014,Electric hybrids,Uppsala län,3
Tierp,360,1/1/2014,Electricty,Uppsala län,0
Tierp,360,1/1/2014,Ethanol,Uppsala län,2
Tierp,360,1/1/2014,Gas,Uppsala län,75
Tierp,360,1/1/2014,NG,Uppsala län,1
Tierp,360,1/1/2014,Plug-in hybrids,Uppsala län,2
Tierp,360,1/1/2015,Diesel,Uppsala län,132
Tierp,360,1/1/2015,Electric hybrids,Uppsala län,2
Tierp,360,1/1/2015,Electricty,Uppsala län,1
Tierp,360,1/1/2015,Ethanol,Uppsala län,0
Tierp,360,1/1/2015,Gas,Uppsala län,72
Tierp,360,1/1/2015,NG,Uppsala län,0
Tierp,360,1/1/2015,Plug-in hybrids,Uppsala län,2
Tierp,360,1/1/2016,Diesel,Uppsala län,168
Tierp,360,1/1/2016,Electric hybrids,Uppsala län,7
Tierp,360,1/1/2016,Electricty,Uppsala län,0
Tierp,360,1/1/2016,Ethanol,Uppsala län,0
Tierp,360,1/1/2016,Gas,Uppsala län,112
Tierp,360,1/1/2016,NG,Uppsala län,0
Tierp,360,1/1/2016,Plug-in hybrids,Uppsala län,2
Tierp,360,1/1/2017,Diesel,Uppsala län,183
Tierp,360,1/1/2017,Electric hybrids,Uppsala län,16
Tierp,360,1/1/2017,Electricty,Uppsala län,2
Tierp,360,1/1/2017,Ethanol,Uppsala län,0
Tierp,360,1/1/2017,Gas,Uppsala län,103
Tierp,360,1/1/2017,NG,Uppsala län,0
Tierp,360,1/1/2017,Plug-in hybrids,Uppsala län,4
Tierp,360,1/1/2018,Diesel,Uppsala län,76
Tierp,360,1/1/2018,Electric hybrids,Uppsala län,9
Tierp,360,1/1/2018,Electricty,Uppsala län,3
Tierp,360,1/1/2018,Ethanol,Uppsala län,0
Tierp,360,1/1/2018,Gas,Uppsala län,114
Tierp,360,1/1/2018,NG,Uppsala län,0
Tierp,360,1/1/2018,Plug-in hybrids,Uppsala län,3
Tierp,360,1/1/2019,Diesel,Uppsala län,73
Tierp,360,1/1/2019,Electric hybrids,Uppsala län,12
Tierp,360,1/1/2019,Electricty,Uppsala län,9
Tierp,360,1/1/2019,Ethanol,Uppsala län,1
Tierp,360,1/1/2019,Gas,Uppsala län,111
Tierp,360,1/1/2019,NG,Uppsala län,1
Tierp,360,1/1/2019,Plug-in hybrids,Uppsala län,9
Tierp,360,1/1/2020,Diesel,Uppsala län,68
Tierp,360,1/1/2020,Electric hybrids,Uppsala län,13
Tierp,360,1/1/2020,Electricty,Uppsala län,25
Tierp,360,1/1/2020,Ethanol,Uppsala län,1
Tierp,360,1/1/2020,Gas,Uppsala län,94
Tierp,360,1/1/2020,NG,Uppsala län,0
Tierp,360,1/1/2020,Plug-in hybrids,Uppsala län,21
Tierp,360,1/1/2021,Diesel,Uppsala län,39
Tierp,360,1/1/2021,Electric hybrids,Uppsala län,18
Tierp,360,1/1/2021,Electricty,Uppsala län,52
Tierp,360,1/1/2021,Ethanol,Uppsala län,2
Tierp,360,1/1/2021,Gas,Uppsala län,67
Tierp,360,1/1/2021,NG,Uppsala län,0
Tierp,360,1/1/2021,Plug-in hybrids,Uppsala län,36
Uppsala,380,1/1/2013,Diesel,Uppsala län,4307
Uppsala,380,1/1/2013,Electric hybrids,Uppsala län,113
Uppsala,380,1/1/2013,Electricty,Uppsala län,4
Uppsala,380,1/1/2013,Ethanol,Uppsala län,62
Uppsala,380,1/1/2013,Gas,Uppsala län,2346
Uppsala,380,1/1/2013,NG,Uppsala län,63
Uppsala,380,1/1/2013,Plug-in hybrids,Uppsala län,29
Uppsala,380,1/1/2014,Diesel,Uppsala län,4362
Uppsala,380,1/1/2014,Electric hybrids,Uppsala län,176
Uppsala,380,1/1/2014,Electricty,Uppsala län,27
Uppsala,380,1/1/2014,Ethanol,Uppsala län,91
Uppsala,380,1/1/2014,Gas,Uppsala län,2484
Uppsala,380,1/1/2014,NG,Uppsala län,84
Uppsala,380,1/1/2014,Plug-in hybrids,Uppsala län,107
Uppsala,380,1/1/2015,Diesel,Uppsala län,4166
Uppsala,380,1/1/2015,Electric hybrids,Uppsala län,207
Uppsala,380,1/1/2015,Electricty,Uppsala län,66
Uppsala,380,1/1/2015,Ethanol,Uppsala län,53
Uppsala,380,1/1/2015,Gas,Uppsala län,2787
Uppsala,380,1/1/2015,NG,Uppsala län,77
Uppsala,380,1/1/2015,Plug-in hybrids,Uppsala län,248
Uppsala,380,1/1/2016,Diesel,Uppsala län,3765
Uppsala,380,1/1/2016,Electric hybrids,Uppsala län,339
Uppsala,380,1/1/2016,Electricty,Uppsala län,66
Uppsala,380,1/1/2016,Ethanol,Uppsala län,70
Uppsala,380,1/1/2016,Gas,Uppsala län,2950
Uppsala,380,1/1/2016,NG,Uppsala län,56
Uppsala,380,1/1/2016,Plug-in hybrids,Uppsala län,159
Uppsala,380,1/1/2017,Diesel,Uppsala län,2933
Uppsala,380,1/1/2017,Electric hybrids,Uppsala län,409
Uppsala,380,1/1/2017,Electricty,Uppsala län,78
Uppsala,380,1/1/2017,Ethanol,Uppsala län,119
Uppsala,380,1/1/2017,Gas,Uppsala län,3121
Uppsala,380,1/1/2017,NG,Uppsala län,85
Uppsala,380,1/1/2017,Plug-in hybrids,Uppsala län,293
Uppsala,380,1/1/2018,Diesel,Uppsala län,2276
Uppsala,380,1/1/2018,Electric hybrids,Uppsala län,532
Uppsala,380,1/1/2018,Electricty,Uppsala län,128
Uppsala,380,1/1/2018,Ethanol,Uppsala län,86
Uppsala,380,1/1/2018,Gas,Uppsala län,2912
Uppsala,380,1/1/2018,NG,Uppsala län,60
Uppsala,380,1/1/2018,Plug-in hybrids,Uppsala län,359
Uppsala,380,1/1/2019,Diesel,Uppsala län,1525
Uppsala,380,1/1/2019,Electric hybrids,Uppsala län,729
Uppsala,380,1/1/2019,Electricty,Uppsala län,336
Uppsala,380,1/1/2019,Ethanol,Uppsala län,66
Uppsala,380,1/1/2019,Gas,Uppsala län,2923
Uppsala,380,1/1/2019,NG,Uppsala län,115
Uppsala,380,1/1/2019,Plug-in hybrids,Uppsala län,422
Uppsala,380,1/1/2020,Diesel,Uppsala län,760
Uppsala,380,1/1/2020,Electric hybrids,Uppsala län,650
Uppsala,380,1/1/2020,Electricty,Uppsala län,599
Uppsala,380,1/1/2020,Ethanol,Uppsala län,4
Uppsala,380,1/1/2020,Gas,Uppsala län,1763
Uppsala,380,1/1/2020,NG,Uppsala län,58
Uppsala,380,1/1/2020,Plug-in hybrids,Uppsala län,880
Uppsala,380,1/1/2021,Diesel,Uppsala län,570
Uppsala,380,1/1/2021,Electric hybrids,Uppsala län,605
Uppsala,380,1/1/2021,Electricty,Uppsala län,979
Uppsala,380,1/1/2021,Ethanol,Uppsala län,16
Uppsala,380,1/1/2021,Gas,Uppsala län,1448
Uppsala,380,1/1/2021,NG,Uppsala län,12
Uppsala,380,1/1/2021,Plug-in hybrids,Uppsala län,1163
Enköping,381,1/1/2013,Diesel,Uppsala län,839
Enköping,381,1/1/2013,Electric hybrids,Uppsala län,29
Enköping,381,1/1/2013,Electricty,Uppsala län,2
Enköping,381,1/1/2013,Ethanol,Uppsala län,35
Enköping,381,1/1/2013,Gas,Uppsala län,536
Enköping,381,1/1/2013,NG,Uppsala län,4
Enköping,381,1/1/2013,Plug-in hybrids,Uppsala län,8
Enköping,381,1/1/2014,Diesel,Uppsala län,1046
Enköping,381,1/1/2014,Electric hybrids,Uppsala län,39
Enköping,381,1/1/2014,Electricty,Uppsala län,4
Enköping,381,1/1/2014,Ethanol,Uppsala län,9
Enköping,381,1/1/2014,Gas,Uppsala län,654
Enköping,381,1/1/2014,NG,Uppsala län,5
Enköping,381,1/1/2014,Plug-in hybrids,Uppsala län,15
Enköping,381,1/1/2015,Diesel,Uppsala län,1079
Enköping,381,1/1/2015,Electric hybrids,Uppsala län,40
Enköping,381,1/1/2015,Electricty,Uppsala län,9
Enköping,381,1/1/2015,Ethanol,Uppsala län,1
Enköping,381,1/1/2015,Gas,Uppsala län,729
Enköping,381,1/1/2015,NG,Uppsala län,3
Enköping,381,1/1/2015,Plug-in hybrids,Uppsala län,13
Enköping,381,1/1/2016,Diesel,Uppsala län,1061
Enköping,381,1/1/2016,Electric hybrids,Uppsala län,70
Enköping,381,1/1/2016,Electricty,Uppsala län,9
Enköping,381,1/1/2016,Ethanol,Uppsala län,1
Enköping,381,1/1/2016,Gas,Uppsala län,813
Enköping,381,1/1/2016,NG,Uppsala län,8
Enköping,381,1/1/2016,Plug-in hybrids,Uppsala län,23
Enköping,381,1/1/2017,Diesel,Uppsala län,791
Enköping,381,1/1/2017,Electric hybrids,Uppsala län,127
Enköping,381,1/1/2017,Electricty,Uppsala län,9
Enköping,381,1/1/2017,Ethanol,Uppsala län,8
Enköping,381,1/1/2017,Gas,Uppsala län,689
Enköping,381,1/1/2017,NG,Uppsala län,6
Enköping,381,1/1/2017,Plug-in hybrids,Uppsala län,43
Enköping,381,1/1/2018,Diesel,Uppsala län,590
Enköping,381,1/1/2018,Electric hybrids,Uppsala län,172
Enköping,381,1/1/2018,Electricty,Uppsala län,30
Enköping,381,1/1/2018,Ethanol,Uppsala län,0
Enköping,381,1/1/2018,Gas,Uppsala län,764
Enköping,381,1/1/2018,NG,Uppsala län,8
Enköping,381,1/1/2018,Plug-in hybrids,Uppsala län,76
Enköping,381,1/1/2019,Diesel,Uppsala län,397
Enköping,381,1/1/2019,Electric hybrids,Uppsala län,246
Enköping,381,1/1/2019,Electricty,Uppsala län,35
Enköping,381,1/1/2019,Ethanol,Uppsala län,8
Enköping,381,1/1/2019,Gas,Uppsala län,678
Enköping,381,1/1/2019,NG,Uppsala län,7
Enköping,381,1/1/2019,Plug-in hybrids,Uppsala län,78
Enköping,381,1/1/2020,Diesel,Uppsala län,225
Enköping,381,1/1/2020,Electric hybrids,Uppsala län,163
Enköping,381,1/1/2020,Electricty,Uppsala län,84
Enköping,381,1/1/2020,Ethanol,Uppsala län,0
Enköping,381,1/1/2020,Gas,Uppsala län,411
Enköping,381,1/1/2020,NG,Uppsala län,8
Enköping,381,1/1/2020,Plug-in hybrids,Uppsala län,185
Enköping,381,1/1/2021,Diesel,Uppsala län,209
Enköping,381,1/1/2021,Electric hybrids,Uppsala län,99
Enköping,381,1/1/2021,Electricty,Uppsala län,198
Enköping,381,1/1/2021,Ethanol,Uppsala län,2
Enköping,381,1/1/2021,Gas,Uppsala län,362
Enköping,381,1/1/2021,NG,Uppsala län,2
Enköping,381,1/1/2021,Plug-in hybrids,Uppsala län,241
Östhammar,382,1/1/2013,Diesel,Uppsala län,199
Östhammar,382,1/1/2013,Electric hybrids,Uppsala län,3
Östhammar,382,1/1/2013,Electricty,Uppsala län,0
Östhammar,382,1/1/2013,Ethanol,Uppsala län,0
Östhammar,382,1/1/2013,Gas,Uppsala län,140
Östhammar,382,1/1/2013,NG,Uppsala län,0
Östhammar,382,1/1/2013,Plug-in hybrids,Uppsala län,1
Östhammar,382,1/1/2014,Diesel,Uppsala län,231
Östhammar,382,1/1/2014,Electric hybrids,Uppsala län,1
Östhammar,382,1/1/2014,Electricty,Uppsala län,0
Östhammar,382,1/1/2014,Ethanol,Uppsala län,0
Östhammar,382,1/1/2014,Gas,Uppsala län,184
Östhammar,382,1/1/2014,NG,Uppsala län,2
Östhammar,382,1/1/2014,Plug-in hybrids,Uppsala län,4
Östhammar,382,1/1/2015,Diesel,Uppsala län,282
Östhammar,382,1/1/2015,Electric hybrids,Uppsala län,5
Östhammar,382,1/1/2015,Electricty,Uppsala län,1
Östhammar,382,1/1/2015,Ethanol,Uppsala län,0
Östhammar,382,1/1/2015,Gas,Uppsala län,180
Östhammar,382,1/1/2015,NG,Uppsala län,0
Östhammar,382,1/1/2015,Plug-in hybrids,Uppsala län,0
Östhammar,382,1/1/2016,Diesel,Uppsala län,281
Östhammar,382,1/1/2016,Electric hybrids,Uppsala län,7
Östhammar,382,1/1/2016,Electricty,Uppsala län,0
Östhammar,382,1/1/2016,Ethanol,Uppsala län,0
Östhammar,382,1/1/2016,Gas,Uppsala län,187
Östhammar,382,1/1/2016,NG,Uppsala län,0
Östhammar,382,1/1/2016,Plug-in hybrids,Uppsala län,1
Östhammar,382,1/1/2017,Diesel,Uppsala län,278
Östhammar,382,1/1/2017,Electric hybrids,Uppsala län,11
Östhammar,382,1/1/2017,Electricty,Uppsala län,6
Östhammar,382,1/1/2017,Ethanol,Uppsala län,0
Östhammar,382,1/1/2017,Gas,Uppsala län,205
Östhammar,382,1/1/2017,NG,Uppsala län,0
Östhammar,382,1/1/2017,Plug-in hybrids,Uppsala län,32
Östhammar,382,1/1/2018,Diesel,Uppsala län,198
Östhammar,382,1/1/2018,Electric hybrids,Uppsala län,14
Östhammar,382,1/1/2018,Electricty,Uppsala län,12
Östhammar,382,1/1/2018,Ethanol,Uppsala län,1
Östhammar,382,1/1/2018,Gas,Uppsala län,247
Östhammar,382,1/1/2018,NG,Uppsala län,0
Östhammar,382,1/1/2018,Plug-in hybrids,Uppsala län,12
Östhammar,382,1/1/2019,Diesel,Uppsala län,193
Östhammar,382,1/1/2019,Electric hybrids,Uppsala län,29
Östhammar,382,1/1/2019,Electricty,Uppsala län,10
Östhammar,382,1/1/2019,Ethanol,Uppsala län,0
Östhammar,382,1/1/2019,Gas,Uppsala län,195
Östhammar,382,1/1/2019,NG,Uppsala län,0
Östhammar,382,1/1/2019,Plug-in hybrids,Uppsala län,16
Östhammar,382,1/1/2020,Diesel,Uppsala län,128
Östhammar,382,1/1/2020,Electric hybrids,Uppsala län,18
Östhammar,382,1/1/2020,Electricty,Uppsala län,24
Östhammar,382,1/1/2020,Ethanol,Uppsala län,0
Östhammar,382,1/1/2020,Gas,Uppsala län,143
Östhammar,382,1/1/2020,NG,Uppsala län,0
Östhammar,382,1/1/2020,Plug-in hybrids,Uppsala län,40
Östhammar,382,1/1/2021,Diesel,Uppsala län,108
Östhammar,382,1/1/2021,Electric hybrids,Uppsala län,19
Östhammar,382,1/1/2021,Electricty,Uppsala län,92
Östhammar,382,1/1/2021,Ethanol,Uppsala län,1
Östhammar,382,1/1/2021,Gas,Uppsala län,146
Östhammar,382,1/1/2021,NG,Uppsala län,0
Östhammar,382,1/1/2021,Plug-in hybrids,Uppsala län,39
Vingåker,428,1/1/2013,Diesel,Södermanlands län,52
Vingåker,428,1/1/2013,Electric hybrids,Södermanlands län,1
Vingåker,428,1/1/2013,Electricty,Södermanlands län,0
Vingåker,428,1/1/2013,Ethanol,Södermanlands län,1
Vingåker,428,1/1/2013,Gas,Södermanlands län,50
Vingåker,428,1/1/2013,NG,Södermanlands län,0
Vingåker,428,1/1/2013,Plug-in hybrids,Södermanlands län,0
Vingåker,428,1/1/2014,Diesel,Södermanlands län,81
Vingåker,428,1/1/2014,Electric hybrids,Södermanlands län,3
Vingåker,428,1/1/2014,Electricty,Södermanlands län,0
Vingåker,428,1/1/2014,Ethanol,Södermanlands län,0
Vingåker,428,1/1/2014,Gas,Södermanlands län,82
Vingåker,428,1/1/2014,NG,Södermanlands län,0
Vingåker,428,1/1/2014,Plug-in hybrids,Södermanlands län,0
Vingåker,428,1/1/2015,Diesel,Södermanlands län,88
Vingåker,428,1/1/2015,Electric hybrids,Södermanlands län,0
Vingåker,428,1/1/2015,Electricty,Södermanlands län,1
Vingåker,428,1/1/2015,Ethanol,Södermanlands län,1
Vingåker,428,1/1/2015,Gas,Södermanlands län,69
Vingåker,428,1/1/2015,NG,Södermanlands län,0
Vingåker,428,1/1/2015,Plug-in hybrids,Södermanlands län,1
Vingåker,428,1/1/2016,Diesel,Södermanlands län,70
Vingåker,428,1/1/2016,Electric hybrids,Södermanlands län,6
Vingåker,428,1/1/2016,Electricty,Södermanlands län,0
Vingåker,428,1/1/2016,Ethanol,Södermanlands län,0
Vingåker,428,1/1/2016,Gas,Södermanlands län,84
Vingåker,428,1/1/2016,NG,Södermanlands län,0
Vingåker,428,1/1/2016,Plug-in hybrids,Södermanlands län,0
Vingåker,428,1/1/2017,Diesel,Södermanlands län,67
Vingåker,428,1/1/2017,Electric hybrids,Södermanlands län,15
Vingåker,428,1/1/2017,Electricty,Södermanlands län,0
Vingåker,428,1/1/2017,Ethanol,Södermanlands län,0
Vingåker,428,1/1/2017,Gas,Södermanlands län,75
Vingåker,428,1/1/2017,NG,Södermanlands län,0
Vingåker,428,1/1/2017,Plug-in hybrids,Södermanlands län,3
Vingåker,428,1/1/2018,Diesel,Södermanlands län,44
Vingåker,428,1/1/2018,Electric hybrids,Södermanlands län,10
Vingåker,428,1/1/2018,Electricty,Södermanlands län,17
Vingåker,428,1/1/2018,Ethanol,Södermanlands län,0
Vingåker,428,1/1/2018,Gas,Södermanlands län,63
Vingåker,428,1/1/2018,NG,Södermanlands län,0
Vingåker,428,1/1/2018,Plug-in hybrids,Södermanlands län,1
Vingåker,428,1/1/2019,Diesel,Södermanlands län,31
Vingåker,428,1/1/2019,Electric hybrids,Södermanlands län,21
Vingåker,428,1/1/2019,Electricty,Södermanlands län,9
Vingåker,428,1/1/2019,Ethanol,Södermanlands län,1
Vingåker,428,1/1/2019,Gas,Södermanlands län,61
Vingåker,428,1/1/2019,NG,Södermanlands län,0
Vingåker,428,1/1/2019,Plug-in hybrids,Södermanlands län,3
Vingåker,428,1/1/2020,Diesel,Södermanlands län,26
Vingåker,428,1/1/2020,Electric hybrids,Södermanlands län,8
Vingåker,428,1/1/2020,Electricty,Södermanlands län,6
Vingåker,428,1/1/2020,Ethanol,Södermanlands län,0
Vingåker,428,1/1/2020,Gas,Södermanlands län,45
Vingåker,428,1/1/2020,NG,Södermanlands län,0
Vingåker,428,1/1/2020,Plug-in hybrids,Södermanlands län,14
Vingåker,428,1/1/2021,Diesel,Södermanlands län,24
Vingåker,428,1/1/2021,Electric hybrids,Södermanlands län,13
Vingåker,428,1/1/2021,Electricty,Södermanlands län,27
Vingåker,428,1/1/2021,Ethanol,Södermanlands län,0
Vingåker,428,1/1/2021,Gas,Södermanlands län,45
Vingåker,428,1/1/2021,NG,Södermanlands län,0
Vingåker,428,1/1/2021,Plug-in hybrids,Södermanlands län,21
Gnesta,461,1/1/2013,Diesel,Södermanlands län,87
Gnesta,461,1/1/2013,Electric hybrids,Södermanlands län,0
Gnesta,461,1/1/2013,Electricty,Södermanlands län,0
Gnesta,461,1/1/2013,Ethanol,Södermanlands län,1
Gnesta,461,1/1/2013,Gas,Södermanlands län,60
Gnesta,461,1/1/2013,NG,Södermanlands län,1
Gnesta,461,1/1/2013,Plug-in hybrids,Södermanlands län,0
Gnesta,461,1/1/2014,Diesel,Södermanlands län,89
Gnesta,461,1/1/2014,Electric hybrids,Södermanlands län,3
Gnesta,461,1/1/2014,Electricty,Södermanlands län,1
Gnesta,461,1/1/2014,Ethanol,Södermanlands län,0
Gnesta,461,1/1/2014,Gas,Södermanlands län,76
Gnesta,461,1/1/2014,NG,Södermanlands län,0
Gnesta,461,1/1/2014,Plug-in hybrids,Södermanlands län,2
Gnesta,461,1/1/2015,Diesel,Södermanlands län,114
Gnesta,461,1/1/2015,Electric hybrids,Södermanlands län,4
Gnesta,461,1/1/2015,Electricty,Södermanlands län,2
Gnesta,461,1/1/2015,Ethanol,Södermanlands län,0
Gnesta,461,1/1/2015,Gas,Södermanlands län,89
Gnesta,461,1/1/2015,NG,Södermanlands län,0
Gnesta,461,1/1/2015,Plug-in hybrids,Södermanlands län,1
Gnesta,461,1/1/2016,Diesel,Södermanlands län,90
Gnesta,461,1/1/2016,Electric hybrids,Södermanlands län,4
Gnesta,461,1/1/2016,Electricty,Södermanlands län,1
Gnesta,461,1/1/2016,Ethanol,Södermanlands län,0
Gnesta,461,1/1/2016,Gas,Södermanlands län,118
Gnesta,461,1/1/2016,NG,Södermanlands län,0
Gnesta,461,1/1/2016,Plug-in hybrids,Södermanlands län,1
Gnesta,461,1/1/2017,Diesel,Södermanlands län,76
Gnesta,461,1/1/2017,Electric hybrids,Södermanlands län,8
Gnesta,461,1/1/2017,Electricty,Södermanlands län,2
Gnesta,461,1/1/2017,Ethanol,Södermanlands län,0
Gnesta,461,1/1/2017,Gas,Södermanlands län,116
Gnesta,461,1/1/2017,NG,Södermanlands län,0
Gnesta,461,1/1/2017,Plug-in hybrids,Södermanlands län,4
Gnesta,461,1/1/2018,Diesel,Södermanlands län,41
Gnesta,461,1/1/2018,Electric hybrids,Södermanlands län,13
Gnesta,461,1/1/2018,Electricty,Södermanlands län,7
Gnesta,461,1/1/2018,Ethanol,Södermanlands län,0
Gnesta,461,1/1/2018,Gas,Södermanlands län,119
Gnesta,461,1/1/2018,NG,Södermanlands län,0
Gnesta,461,1/1/2018,Plug-in hybrids,Södermanlands län,2
Gnesta,461,1/1/2019,Diesel,Södermanlands län,44
Gnesta,461,1/1/2019,Electric hybrids,Södermanlands län,16
Gnesta,461,1/1/2019,Electricty,Södermanlands län,12
Gnesta,461,1/1/2019,Ethanol,Södermanlands län,1
Gnesta,461,1/1/2019,Gas,Södermanlands län,98
Gnesta,461,1/1/2019,NG,Södermanlands län,0
Gnesta,461,1/1/2019,Plug-in hybrids,Södermanlands län,8
Gnesta,461,1/1/2020,Diesel,Södermanlands län,21
Gnesta,461,1/1/2020,Electric hybrids,Södermanlands län,6
Gnesta,461,1/1/2020,Electricty,Södermanlands län,22
Gnesta,461,1/1/2020,Ethanol,Södermanlands län,0
Gnesta,461,1/1/2020,Gas,Södermanlands län,78
Gnesta,461,1/1/2020,NG,Södermanlands län,1
Gnesta,461,1/1/2020,Plug-in hybrids,Södermanlands län,17
Gnesta,461,1/1/2021,Diesel,Södermanlands län,26
Gnesta,461,1/1/2021,Electric hybrids,Södermanlands län,7
Gnesta,461,1/1/2021,Electricty,Södermanlands län,56
Gnesta,461,1/1/2021,Ethanol,Södermanlands län,1
Gnesta,461,1/1/2021,Gas,Södermanlands län,70
Gnesta,461,1/1/2021,NG,Södermanlands län,0
Gnesta,461,1/1/2021,Plug-in hybrids,Södermanlands län,18
Nyköping,480,1/1/2013,Diesel,Södermanlands län,1221
Nyköping,480,1/1/2013,Electric hybrids,Södermanlands län,10
Nyköping,480,1/1/2013,Electricty,Södermanlands län,0
Nyköping,480,1/1/2013,Ethanol,Södermanlands län,11
Nyköping,480,1/1/2013,Gas,Södermanlands län,658
Nyköping,480,1/1/2013,NG,Södermanlands län,16
Nyköping,480,1/1/2013,Plug-in hybrids,Södermanlands län,3
Nyköping,480,1/1/2014,Diesel,Södermanlands län,1196
Nyköping,480,1/1/2014,Electric hybrids,Södermanlands län,36
Nyköping,480,1/1/2014,Electricty,Södermanlands län,5
Nyköping,480,1/1/2014,Ethanol,Södermanlands län,6
Nyköping,480,1/1/2014,Gas,Södermanlands län,760
Nyköping,480,1/1/2014,NG,Södermanlands län,17
Nyköping,480,1/1/2014,Plug-in hybrids,Södermanlands län,10
Nyköping,480,1/1/2015,Diesel,Södermanlands län,1259
Nyköping,480,1/1/2015,Electric hybrids,Södermanlands län,44
Nyköping,480,1/1/2015,Electricty,Södermanlands län,8
Nyköping,480,1/1/2015,Ethanol,Södermanlands län,2
Nyköping,480,1/1/2015,Gas,Södermanlands län,856
Nyköping,480,1/1/2015,NG,Södermanlands län,10
Nyköping,480,1/1/2015,Plug-in hybrids,Södermanlands län,14
Nyköping,480,1/1/2016,Diesel,Södermanlands län,1363
Nyköping,480,1/1/2016,Electric hybrids,Södermanlands län,125
Nyköping,480,1/1/2016,Electricty,Södermanlands län,9
Nyköping,480,1/1/2016,Ethanol,Södermanlands län,37
Nyköping,480,1/1/2016,Gas,Södermanlands län,1089
Nyköping,480,1/1/2016,NG,Södermanlands län,48
Nyköping,480,1/1/2016,Plug-in hybrids,Södermanlands län,36
Nyköping,480,1/1/2017,Diesel,Södermanlands län,1035
Nyköping,480,1/1/2017,Electric hybrids,Södermanlands län,110
Nyköping,480,1/1/2017,Electricty,Södermanlands län,14
Nyköping,480,1/1/2017,Ethanol,Södermanlands län,30
Nyköping,480,1/1/2017,Gas,Södermanlands län,1007
Nyköping,480,1/1/2017,NG,Södermanlands län,31
Nyköping,480,1/1/2017,Plug-in hybrids,Södermanlands län,38
Nyköping,480,1/1/2018,Diesel,Södermanlands län,711
Nyköping,480,1/1/2018,Electric hybrids,Södermanlands län,121
Nyköping,480,1/1/2018,Electricty,Södermanlands län,31
Nyköping,480,1/1/2018,Ethanol,Södermanlands län,14
Nyköping,480,1/1/2018,Gas,Södermanlands län,1085
Nyköping,480,1/1/2018,NG,Södermanlands län,8
Nyköping,480,1/1/2018,Plug-in hybrids,Södermanlands län,56
Nyköping,480,1/1/2019,Diesel,Södermanlands län,538
Nyköping,480,1/1/2019,Electric hybrids,Södermanlands län,153
Nyköping,480,1/1/2019,Electricty,Södermanlands län,72
Nyköping,480,1/1/2019,Ethanol,Södermanlands län,6
Nyköping,480,1/1/2019,Gas,Södermanlands län,907
Nyköping,480,1/1/2019,NG,Södermanlands län,52
Nyköping,480,1/1/2019,Plug-in hybrids,Södermanlands län,71
Nyköping,480,1/1/2020,Diesel,Södermanlands län,266
Nyköping,480,1/1/2020,Electric hybrids,Södermanlands län,116
Nyköping,480,1/1/2020,Electricty,Södermanlands län,152
Nyköping,480,1/1/2020,Ethanol,Södermanlands län,0
Nyköping,480,1/1/2020,Gas,Södermanlands län,604
Nyköping,480,1/1/2020,NG,Södermanlands län,8
Nyköping,480,1/1/2020,Plug-in hybrids,Södermanlands län,171
Nyköping,480,1/1/2021,Diesel,Södermanlands län,215
Nyköping,480,1/1/2021,Electric hybrids,Södermanlands län,101
Nyköping,480,1/1/2021,Electricty,Södermanlands län,218
Nyköping,480,1/1/2021,Ethanol,Södermanlands län,8
Nyköping,480,1/1/2021,Gas,Södermanlands län,564
Nyköping,480,1/1/2021,NG,Södermanlands län,1
Nyköping,480,1/1/2021,Plug-in hybrids,Södermanlands län,234
Oxelösund,481,1/1/2013,Diesel,Södermanlands län,72
Oxelösund,481,1/1/2013,Electric hybrids,Södermanlands län,4
Oxelösund,481,1/1/2013,Electricty,Södermanlands län,0
Oxelösund,481,1/1/2013,Ethanol,Södermanlands län,0
Oxelösund,481,1/1/2013,Gas,Södermanlands län,95
Oxelösund,481,1/1/2013,NG,Södermanlands län,0
Oxelösund,481,1/1/2013,Plug-in hybrids,Södermanlands län,0
Oxelösund,481,1/1/2014,Diesel,Södermanlands län,95
Oxelösund,481,1/1/2014,Electric hybrids,Södermanlands län,8
Oxelösund,481,1/1/2014,Electricty,Södermanlands län,0
Oxelösund,481,1/1/2014,Ethanol,Södermanlands län,0
Oxelösund,481,1/1/2014,Gas,Södermanlands län,114
Oxelösund,481,1/1/2014,NG,Södermanlands län,0
Oxelösund,481,1/1/2014,Plug-in hybrids,Södermanlands län,0
Oxelösund,481,1/1/2015,Diesel,Södermanlands län,122
Oxelösund,481,1/1/2015,Electric hybrids,Södermanlands län,2
Oxelösund,481,1/1/2015,Electricty,Södermanlands län,1
Oxelösund,481,1/1/2015,Ethanol,Södermanlands län,0
Oxelösund,481,1/1/2015,Gas,Södermanlands län,127
Oxelösund,481,1/1/2015,NG,Södermanlands län,0
Oxelösund,481,1/1/2015,Plug-in hybrids,Södermanlands län,1
Oxelösund,481,1/1/2016,Diesel,Södermanlands län,93
Oxelösund,481,1/1/2016,Electric hybrids,Södermanlands län,8
Oxelösund,481,1/1/2016,Electricty,Södermanlands län,0
