County,County code,Year,Fuel type,Region,Count
Lidköping,1494,1/1/2015,Ethanol,Västra Götalands län,14
Lidköping,1494,1/1/2015,Gas,Västra Götalands län,533
Lidköping,1494,1/1/2015,NG,Västra Götalands län,14
Lidköping,1494,1/1/2015,Plug-in hybrids,Västra Götalands län,28
Lidköping,1494,1/1/2016,Diesel,Västra Götalands län,956
Lidköping,1494,1/1/2016,Electric hybrids,Västra Götalands län,99
Lidköping,1494,1/1/2016,Electricty,Västra Götalands län,3
Lidköping,1494,1/1/2016,Ethanol,Västra Götalands län,0
Lidköping,1494,1/1/2016,Gas,Västra Götalands län,724
Lidköping,1494,1/1/2016,NG,Västra Götalands län,22
Lidköping,1494,1/1/2016,Plug-in hybrids,Västra Götalands län,19
Lidköping,1494,1/1/2017,Diesel,Västra Götalands län,799
Lidköping,1494,1/1/2017,Electric hybrids,Västra Götalands län,140
Lidköping,1494,1/1/2017,Electricty,Västra Götalands län,19
Lidköping,1494,1/1/2017,Ethanol,Västra Götalands län,1
Lidköping,1494,1/1/2017,Gas,Västra Götalands län,770
Lidköping,1494,1/1/2017,NG,Västra Götalands län,17
Lidköping,1494,1/1/2017,Plug-in hybrids,Västra Götalands län,25
Lidköping,1494,1/1/2018,Diesel,Västra Götalands län,598
Lidköping,1494,1/1/2018,Electric hybrids,Västra Götalands län,93
Lidköping,1494,1/1/2018,Electricty,Västra Götalands län,26
Lidköping,1494,1/1/2018,Ethanol,Västra Götalands län,0
Lidköping,1494,1/1/2018,Gas,Västra Götalands län,879
Lidköping,1494,1/1/2018,NG,Västra Götalands län,10
Lidköping,1494,1/1/2018,Plug-in hybrids,Västra Götalands län,155
Lidköping,1494,1/1/2019,Diesel,Västra Götalands län,381
Lidköping,1494,1/1/2019,Electric hybrids,Västra Götalands län,216
Lidköping,1494,1/1/2019,Electricty,Västra Götalands län,72
Lidköping,1494,1/1/2019,Ethanol,Västra Götalands län,10
Lidköping,1494,1/1/2019,Gas,Västra Götalands län,1126
Lidköping,1494,1/1/2019,NG,Västra Götalands län,7
Lidköping,1494,1/1/2019,Plug-in hybrids,Västra Götalands län,87
Lidköping,1494,1/1/2020,Diesel,Västra Götalands län,225
Lidköping,1494,1/1/2020,Electric hybrids,Västra Götalands län,104
Lidköping,1494,1/1/2020,Electricty,Västra Götalands län,147
Lidköping,1494,1/1/2020,Ethanol,Västra Götalands län,1
Lidköping,1494,1/1/2020,Gas,Västra Götalands län,569
Lidköping,1494,1/1/2020,NG,Västra Götalands län,34
Lidköping,1494,1/1/2020,Plug-in hybrids,Västra Götalands län,195
Lidköping,1494,1/1/2021,Diesel,Västra Götalands län,214
Lidköping,1494,1/1/2021,Electric hybrids,Västra Götalands län,103
Lidköping,1494,1/1/2021,Electricty,Västra Götalands län,226
Lidköping,1494,1/1/2021,Ethanol,Västra Götalands län,4
Lidköping,1494,1/1/2021,Gas,Västra Götalands län,460
Lidköping,1494,1/1/2021,NG,Västra Götalands län,3
Lidköping,1494,1/1/2021,Plug-in hybrids,Västra Götalands län,322
Skara,1495,1/1/2013,Diesel,Västra Götalands län,201
Skara,1495,1/1/2013,Electric hybrids,Västra Götalands län,6
Skara,1495,1/1/2013,Electricty,Västra Götalands län,0
Skara,1495,1/1/2013,Ethanol,Västra Götalands län,21
Skara,1495,1/1/2013,Gas,Västra Götalands län,259
Skara,1495,1/1/2013,NG,Västra Götalands län,4
Skara,1495,1/1/2013,Plug-in hybrids,Västra Götalands län,1
Skara,1495,1/1/2014,Diesel,Västra Götalands län,229
Skara,1495,1/1/2014,Electric hybrids,Västra Götalands län,7
Skara,1495,1/1/2014,Electricty,Västra Götalands län,1
Skara,1495,1/1/2014,Ethanol,Västra Götalands län,3
Skara,1495,1/1/2014,Gas,Västra Götalands län,209
Skara,1495,1/1/2014,NG,Västra Götalands län,2
Skara,1495,1/1/2014,Plug-in hybrids,Västra Götalands län,3
Skara,1495,1/1/2015,Diesel,Västra Götalands län,248
Skara,1495,1/1/2015,Electric hybrids,Västra Götalands län,20
Skara,1495,1/1/2015,Electricty,Västra Götalands län,1
Skara,1495,1/1/2015,Ethanol,Västra Götalands län,0
Skara,1495,1/1/2015,Gas,Västra Götalands län,253
Skara,1495,1/1/2015,NG,Västra Götalands län,1
Skara,1495,1/1/2015,Plug-in hybrids,Västra Götalands län,3
Skara,1495,1/1/2016,Diesel,Västra Götalands län,250
Skara,1495,1/1/2016,Electric hybrids,Västra Götalands län,33
Skara,1495,1/1/2016,Electricty,Västra Götalands län,4
Skara,1495,1/1/2016,Ethanol,Västra Götalands län,0
Skara,1495,1/1/2016,Gas,Västra Götalands län,282
Skara,1495,1/1/2016,NG,Västra Götalands län,2
Skara,1495,1/1/2016,Plug-in hybrids,Västra Götalands län,4
Skara,1495,1/1/2017,Diesel,Västra Götalands län,245
Skara,1495,1/1/2017,Electric hybrids,Västra Götalands län,57
Skara,1495,1/1/2017,Electricty,Västra Götalands län,4
Skara,1495,1/1/2017,Ethanol,Västra Götalands län,1
Skara,1495,1/1/2017,Gas,Västra Götalands län,256
Skara,1495,1/1/2017,NG,Västra Götalands län,1
Skara,1495,1/1/2017,Plug-in hybrids,Västra Götalands län,7
Skara,1495,1/1/2018,Diesel,Västra Götalands län,133
Skara,1495,1/1/2018,Electric hybrids,Västra Götalands län,55
Skara,1495,1/1/2018,Electricty,Västra Götalands län,3
Skara,1495,1/1/2018,Ethanol,Västra Götalands län,0
Skara,1495,1/1/2018,Gas,Västra Götalands län,256
Skara,1495,1/1/2018,NG,Västra Götalands län,0
Skara,1495,1/1/2018,Plug-in hybrids,Västra Götalands län,4
Skara,1495,1/1/2019,Diesel,Västra Götalands län,115
Skara,1495,1/1/2019,Electric hybrids,Västra Götalands län,111
Skara,1495,1/1/2019,Electricty,Västra Götalands län,23
Skara,1495,1/1/2019,Ethanol,Västra Götalands län,3
Skara,1495,1/1/2019,Gas,Västra Götalands län,234
Skara,1495,1/1/2019,NG,Västra Götalands län,2
Skara,1495,1/1/2019,Plug-in hybrids,Västra Götalands län,9
Skara,1495,1/1/2020,Diesel,Västra Götalands län,84
Skara,1495,1/1/2020,Electric hybrids,Västra Götalands län,115
Skara,1495,1/1/2020,Electricty,Västra Götalands län,36
Skara,1495,1/1/2020,Ethanol,Västra Götalands län,0
Skara,1495,1/1/2020,Gas,Västra Götalands län,122
Skara,1495,1/1/2020,NG,Västra Götalands län,0
Skara,1495,1/1/2020,Plug-in hybrids,Västra Götalands län,43
Skara,1495,1/1/2021,Diesel,Västra Götalands län,66
Skara,1495,1/1/2021,Electric hybrids,Västra Götalands län,63
Skara,1495,1/1/2021,Electricty,Västra Götalands län,55
Skara,1495,1/1/2021,Ethanol,Västra Götalands län,0
Skara,1495,1/1/2021,Gas,Västra Götalands län,121
Skara,1495,1/1/2021,NG,Västra Götalands län,0
Skara,1495,1/1/2021,Plug-in hybrids,Västra Götalands län,40
Skövde,1496,1/1/2013,Diesel,Västra Götalands län,1360
Skövde,1496,1/1/2013,Electric hybrids,Västra Götalands län,61
Skövde,1496,1/1/2013,Electricty,Västra Götalands län,3
Skövde,1496,1/1/2013,Ethanol,Västra Götalands län,18
Skövde,1496,1/1/2013,Gas,Västra Götalands län,946
Skövde,1496,1/1/2013,NG,Västra Götalands län,70
Skövde,1496,1/1/2013,Plug-in hybrids,Västra Götalands län,16
Skövde,1496,1/1/2014,Diesel,Västra Götalands län,1530
Skövde,1496,1/1/2014,Electric hybrids,Västra Götalands län,55
Skövde,1496,1/1/2014,Electricty,Västra Götalands län,6
Skövde,1496,1/1/2014,Ethanol,Västra Götalands län,16
Skövde,1496,1/1/2014,Gas,Västra Götalands län,947
Skövde,1496,1/1/2014,NG,Västra Götalands län,111
Skövde,1496,1/1/2014,Plug-in hybrids,Västra Götalands län,13
Skövde,1496,1/1/2015,Diesel,Västra Götalands län,1508
Skövde,1496,1/1/2015,Electric hybrids,Västra Götalands län,73
Skövde,1496,1/1/2015,Electricty,Västra Götalands län,14
Skövde,1496,1/1/2015,Ethanol,Västra Götalands län,13
Skövde,1496,1/1/2015,Gas,Västra Götalands län,1171
Skövde,1496,1/1/2015,NG,Västra Götalands län,172
Skövde,1496,1/1/2015,Plug-in hybrids,Västra Götalands län,36
Skövde,1496,1/1/2016,Diesel,Västra Götalands län,1516
Skövde,1496,1/1/2016,Electric hybrids,Västra Götalands län,155
Skövde,1496,1/1/2016,Electricty,Västra Götalands län,13
Skövde,1496,1/1/2016,Ethanol,Västra Götalands län,11
Skövde,1496,1/1/2016,Gas,Västra Götalands län,1401
Skövde,1496,1/1/2016,NG,Västra Götalands län,146
Skövde,1496,1/1/2016,Plug-in hybrids,Västra Götalands län,41
Skövde,1496,1/1/2017,Diesel,Västra Götalands län,1404
Skövde,1496,1/1/2017,Electric hybrids,Västra Götalands län,128
Skövde,1496,1/1/2017,Electricty,Västra Götalands län,24
Skövde,1496,1/1/2017,Ethanol,Västra Götalands län,14
Skövde,1496,1/1/2017,Gas,Västra Götalands län,1321
Skövde,1496,1/1/2017,NG,Västra Götalands län,145
Skövde,1496,1/1/2017,Plug-in hybrids,Västra Götalands län,54
Skövde,1496,1/1/2018,Diesel,Västra Götalands län,1180
Skövde,1496,1/1/2018,Electric hybrids,Västra Götalands län,214
Skövde,1496,1/1/2018,Electricty,Västra Götalands län,48
Skövde,1496,1/1/2018,Ethanol,Västra Götalands län,5
Skövde,1496,1/1/2018,Gas,Västra Götalands län,1561
Skövde,1496,1/1/2018,NG,Västra Götalands län,97
Skövde,1496,1/1/2018,Plug-in hybrids,Västra Götalands län,77
Skövde,1496,1/1/2019,Diesel,Västra Götalands län,761
Skövde,1496,1/1/2019,Electric hybrids,Västra Götalands län,291
Skövde,1496,1/1/2019,Electricty,Västra Götalands län,75
Skövde,1496,1/1/2019,Ethanol,Västra Götalands län,2
Skövde,1496,1/1/2019,Gas,Västra Götalands län,1611
Skövde,1496,1/1/2019,NG,Västra Götalands län,230
Skövde,1496,1/1/2019,Plug-in hybrids,Västra Götalands län,83
Skövde,1496,1/1/2020,Diesel,Västra Götalands län,459
Skövde,1496,1/1/2020,Electric hybrids,Västra Götalands län,230
Skövde,1496,1/1/2020,Electricty,Västra Götalands län,166
Skövde,1496,1/1/2020,Ethanol,Västra Götalands län,0
Skövde,1496,1/1/2020,Gas,Västra Götalands län,1004
Skövde,1496,1/1/2020,NG,Västra Götalands län,176
Skövde,1496,1/1/2020,Plug-in hybrids,Västra Götalands län,298
Skövde,1496,1/1/2021,Diesel,Västra Götalands län,354
Skövde,1496,1/1/2021,Electric hybrids,Västra Götalands län,297
Skövde,1496,1/1/2021,Electricty,Västra Götalands län,367
Skövde,1496,1/1/2021,Ethanol,Västra Götalands län,4
Skövde,1496,1/1/2021,Gas,Västra Götalands län,842
Skövde,1496,1/1/2021,NG,Västra Götalands län,71
Skövde,1496,1/1/2021,Plug-in hybrids,Västra Götalands län,346
Hjo,1497,1/1/2013,Diesel,Västra Götalands län,75
Hjo,1497,1/1/2013,Electric hybrids,Västra Götalands län,2
Hjo,1497,1/1/2013,Electricty,Västra Götalands län,0
Hjo,1497,1/1/2013,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2013,Gas,Västra Götalands län,55
Hjo,1497,1/1/2013,NG,Västra Götalands län,0
Hjo,1497,1/1/2013,Plug-in hybrids,Västra Götalands län,0
Hjo,1497,1/1/2014,Diesel,Västra Götalands län,109
Hjo,1497,1/1/2014,Electric hybrids,Västra Götalands län,1
Hjo,1497,1/1/2014,Electricty,Västra Götalands län,0
Hjo,1497,1/1/2014,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2014,Gas,Västra Götalands län,80
Hjo,1497,1/1/2014,NG,Västra Götalands län,0
Hjo,1497,1/1/2014,Plug-in hybrids,Västra Götalands län,0
Hjo,1497,1/1/2015,Diesel,Västra Götalands län,92
Hjo,1497,1/1/2015,Electric hybrids,Västra Götalands län,20
Hjo,1497,1/1/2015,Electricty,Västra Götalands län,3
Hjo,1497,1/1/2015,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2015,Gas,Västra Götalands län,82
Hjo,1497,1/1/2015,NG,Västra Götalands län,1
Hjo,1497,1/1/2015,Plug-in hybrids,Västra Götalands län,0
Hjo,1497,1/1/2016,Diesel,Västra Götalands län,97
Hjo,1497,1/1/2016,Electric hybrids,Västra Götalands län,8
Hjo,1497,1/1/2016,Electricty,Västra Götalands län,1
Hjo,1497,1/1/2016,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2016,Gas,Västra Götalands län,90
Hjo,1497,1/1/2016,NG,Västra Götalands län,0
Hjo,1497,1/1/2016,Plug-in hybrids,Västra Götalands län,2
Hjo,1497,1/1/2017,Diesel,Västra Götalands län,91
Hjo,1497,1/1/2017,Electric hybrids,Västra Götalands län,8
Hjo,1497,1/1/2017,Electricty,Västra Götalands län,3
Hjo,1497,1/1/2017,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2017,Gas,Västra Götalands län,105
Hjo,1497,1/1/2017,NG,Västra Götalands län,0
Hjo,1497,1/1/2017,Plug-in hybrids,Västra Götalands län,0
Hjo,1497,1/1/2018,Diesel,Västra Götalands län,57
Hjo,1497,1/1/2018,Electric hybrids,Västra Götalands län,20
Hjo,1497,1/1/2018,Electricty,Västra Götalands län,2
Hjo,1497,1/1/2018,Ethanol,Västra Götalands län,1
Hjo,1497,1/1/2018,Gas,Västra Götalands län,128
Hjo,1497,1/1/2018,NG,Västra Götalands län,0
Hjo,1497,1/1/2018,Plug-in hybrids,Västra Götalands län,3
Hjo,1497,1/1/2019,Diesel,Västra Götalands län,37
Hjo,1497,1/1/2019,Electric hybrids,Västra Götalands län,24
Hjo,1497,1/1/2019,Electricty,Västra Götalands län,21
Hjo,1497,1/1/2019,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2019,Gas,Västra Götalands län,102
Hjo,1497,1/1/2019,NG,Västra Götalands län,0
Hjo,1497,1/1/2019,Plug-in hybrids,Västra Götalands län,7
Hjo,1497,1/1/2020,Diesel,Västra Götalands län,34
Hjo,1497,1/1/2020,Electric hybrids,Västra Götalands län,14
Hjo,1497,1/1/2020,Electricty,Västra Götalands län,9
Hjo,1497,1/1/2020,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2020,Gas,Västra Götalands län,73
Hjo,1497,1/1/2020,NG,Västra Götalands län,0
Hjo,1497,1/1/2020,Plug-in hybrids,Västra Götalands län,14
Hjo,1497,1/1/2021,Diesel,Västra Götalands län,34
Hjo,1497,1/1/2021,Electric hybrids,Västra Götalands län,13
Hjo,1497,1/1/2021,Electricty,Västra Götalands län,51
Hjo,1497,1/1/2021,Ethanol,Västra Götalands län,0
Hjo,1497,1/1/2021,Gas,Västra Götalands län,65
Hjo,1497,1/1/2021,NG,Västra Götalands län,0
Hjo,1497,1/1/2021,Plug-in hybrids,Västra Götalands län,34
Tidaholm,1498,1/1/2013,Diesel,Västra Götalands län,81
Tidaholm,1498,1/1/2013,Electric hybrids,Västra Götalands län,1
Tidaholm,1498,1/1/2013,Electricty,Västra Götalands län,0
Tidaholm,1498,1/1/2013,Ethanol,Västra Götalands län,1
Tidaholm,1498,1/1/2013,Gas,Västra Götalands län,76
Tidaholm,1498,1/1/2013,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2013,Plug-in hybrids,Västra Götalands län,1
Tidaholm,1498,1/1/2014,Diesel,Västra Götalands län,91
Tidaholm,1498,1/1/2014,Electric hybrids,Västra Götalands län,13
Tidaholm,1498,1/1/2014,Electricty,Västra Götalands län,0
Tidaholm,1498,1/1/2014,Ethanol,Västra Götalands län,0
Tidaholm,1498,1/1/2014,Gas,Västra Götalands län,107
Tidaholm,1498,1/1/2014,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2014,Plug-in hybrids,Västra Götalands län,0
Tidaholm,1498,1/1/2015,Diesel,Västra Götalands län,100
Tidaholm,1498,1/1/2015,Electric hybrids,Västra Götalands län,0
Tidaholm,1498,1/1/2015,Electricty,Västra Götalands län,3
Tidaholm,1498,1/1/2015,Ethanol,Västra Götalands län,0
Tidaholm,1498,1/1/2015,Gas,Västra Götalands län,98
Tidaholm,1498,1/1/2015,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2015,Plug-in hybrids,Västra Götalands län,0
Tidaholm,1498,1/1/2016,Diesel,Västra Götalands län,115
Tidaholm,1498,1/1/2016,Electric hybrids,Västra Götalands län,4
Tidaholm,1498,1/1/2016,Electricty,Västra Götalands län,0
Tidaholm,1498,1/1/2016,Ethanol,Västra Götalands län,1
Tidaholm,1498,1/1/2016,Gas,Västra Götalands län,102
Tidaholm,1498,1/1/2016,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2016,Plug-in hybrids,Västra Götalands län,0
Tidaholm,1498,1/1/2017,Diesel,Västra Götalands län,90
Tidaholm,1498,1/1/2017,Electric hybrids,Västra Götalands län,12
Tidaholm,1498,1/1/2017,Electricty,Västra Götalands län,4
Tidaholm,1498,1/1/2017,Ethanol,Västra Götalands län,0
Tidaholm,1498,1/1/2017,Gas,Västra Götalands län,111
Tidaholm,1498,1/1/2017,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2017,Plug-in hybrids,Västra Götalands län,5
Tidaholm,1498,1/1/2018,Diesel,Västra Götalands län,59
Tidaholm,1498,1/1/2018,Electric hybrids,Västra Götalands län,5
Tidaholm,1498,1/1/2018,Electricty,Västra Götalands län,1
Tidaholm,1498,1/1/2018,Ethanol,Västra Götalands län,1
Tidaholm,1498,1/1/2018,Gas,Västra Götalands län,125
Tidaholm,1498,1/1/2018,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2018,Plug-in hybrids,Västra Götalands län,1
Tidaholm,1498,1/1/2019,Diesel,Västra Götalands län,52
Tidaholm,1498,1/1/2019,Electric hybrids,Västra Götalands län,12
Tidaholm,1498,1/1/2019,Electricty,Västra Götalands län,10
Tidaholm,1498,1/1/2019,Ethanol,Västra Götalands län,1
Tidaholm,1498,1/1/2019,Gas,Västra Götalands län,128
Tidaholm,1498,1/1/2019,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2019,Plug-in hybrids,Västra Götalands län,3
Tidaholm,1498,1/1/2020,Diesel,Västra Götalands län,38
Tidaholm,1498,1/1/2020,Electric hybrids,Västra Götalands län,7
Tidaholm,1498,1/1/2020,Electricty,Västra Götalands län,10
Tidaholm,1498,1/1/2020,Ethanol,Västra Götalands län,0
Tidaholm,1498,1/1/2020,Gas,Västra Götalands län,85
Tidaholm,1498,1/1/2020,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2020,Plug-in hybrids,Västra Götalands län,15
Tidaholm,1498,1/1/2021,Diesel,Västra Götalands län,38
Tidaholm,1498,1/1/2021,Electric hybrids,Västra Götalands län,8
Tidaholm,1498,1/1/2021,Electricty,Västra Götalands län,37
Tidaholm,1498,1/1/2021,Ethanol,Västra Götalands län,2
Tidaholm,1498,1/1/2021,Gas,Västra Götalands län,80
Tidaholm,1498,1/1/2021,NG,Västra Götalands län,0
Tidaholm,1498,1/1/2021,Plug-in hybrids,Västra Götalands län,25
Falköping,1499,1/1/2013,Diesel,Västra Götalands län,380
Falköping,1499,1/1/2013,Electric hybrids,Västra Götalands län,20
Falköping,1499,1/1/2013,Electricty,Västra Götalands län,0
Falköping,1499,1/1/2013,Ethanol,Västra Götalands län,3
Falköping,1499,1/1/2013,Gas,Västra Götalands län,303
Falköping,1499,1/1/2013,NG,Västra Götalands län,9
Falköping,1499,1/1/2013,Plug-in hybrids,Västra Götalands län,1
Falköping,1499,1/1/2014,Diesel,Västra Götalands län,486
Falköping,1499,1/1/2014,Electric hybrids,Västra Götalands län,34
Falköping,1499,1/1/2014,Electricty,Västra Götalands län,0
Falköping,1499,1/1/2014,Ethanol,Västra Götalands län,2
Falköping,1499,1/1/2014,Gas,Västra Götalands län,372
Falköping,1499,1/1/2014,NG,Västra Götalands län,17
Falköping,1499,1/1/2014,Plug-in hybrids,Västra Götalands län,0
Falköping,1499,1/1/2015,Diesel,Västra Götalands län,452
Falköping,1499,1/1/2015,Electric hybrids,Västra Götalands län,39
Falköping,1499,1/1/2015,Electricty,Västra Götalands län,3
Falköping,1499,1/1/2015,Ethanol,Västra Götalands län,0
Falköping,1499,1/1/2015,Gas,Västra Götalands län,378
Falköping,1499,1/1/2015,NG,Västra Götalands län,11
Falköping,1499,1/1/2015,Plug-in hybrids,Västra Götalands län,2
Falköping,1499,1/1/2016,Diesel,Västra Götalands län,467
Falköping,1499,1/1/2016,Electric hybrids,Västra Götalands län,70
Falköping,1499,1/1/2016,Electricty,Västra Götalands län,5
Falköping,1499,1/1/2016,Ethanol,Västra Götalands län,2
Falköping,1499,1/1/2016,Gas,Västra Götalands län,406
Falköping,1499,1/1/2016,NG,Västra Götalands län,12
Falköping,1499,1/1/2016,Plug-in hybrids,Västra Götalands län,10
Falköping,1499,1/1/2017,Diesel,Västra Götalands län,337
Falköping,1499,1/1/2017,Electric hybrids,Västra Götalands län,113
Falköping,1499,1/1/2017,Electricty,Västra Götalands län,6
Falköping,1499,1/1/2017,Ethanol,Västra Götalands län,2
Falköping,1499,1/1/2017,Gas,Västra Götalands län,412
Falköping,1499,1/1/2017,NG,Västra Götalands län,35
Falköping,1499,1/1/2017,Plug-in hybrids,Västra Götalands län,19
Falköping,1499,1/1/2018,Diesel,Västra Götalands län,185
Falköping,1499,1/1/2018,Electric hybrids,Västra Götalands län,102
Falköping,1499,1/1/2018,Electricty,Västra Götalands län,7
Falköping,1499,1/1/2018,Ethanol,Västra Götalands län,6
Falköping,1499,1/1/2018,Gas,Västra Götalands län,369
Falköping,1499,1/1/2018,NG,Västra Götalands län,7
Falköping,1499,1/1/2018,Plug-in hybrids,Västra Götalands län,16
Falköping,1499,1/1/2019,Diesel,Västra Götalands län,181
Falköping,1499,1/1/2019,Electric hybrids,Västra Götalands län,168
Falköping,1499,1/1/2019,Electricty,Västra Götalands län,44
Falköping,1499,1/1/2019,Ethanol,Västra Götalands län,2
Falköping,1499,1/1/2019,Gas,Västra Götalands län,393
Falköping,1499,1/1/2019,NG,Västra Götalands län,12
Falköping,1499,1/1/2019,Plug-in hybrids,Västra Götalands län,18
Falköping,1499,1/1/2020,Diesel,Västra Götalands län,95
Falköping,1499,1/1/2020,Electric hybrids,Västra Götalands län,167
Falköping,1499,1/1/2020,Electricty,Västra Götalands län,57
Falköping,1499,1/1/2020,Ethanol,Västra Götalands län,0
Falköping,1499,1/1/2020,Gas,Västra Götalands län,345
Falköping,1499,1/1/2020,NG,Västra Götalands län,3
Falköping,1499,1/1/2020,Plug-in hybrids,Västra Götalands län,83
Falköping,1499,1/1/2021,Diesel,Västra Götalands län,90
Falköping,1499,1/1/2021,Electric hybrids,Västra Götalands län,147
Falköping,1499,1/1/2021,Electricty,Västra Götalands län,109
Falköping,1499,1/1/2021,Ethanol,Västra Götalands län,2
Falköping,1499,1/1/2021,Gas,Västra Götalands län,237
Falköping,1499,1/1/2021,NG,Västra Götalands län,0
Falköping,1499,1/1/2021,Plug-in hybrids,Västra Götalands län,99
Kil,1715,1/1/2013,Diesel,Värmlands län,122
Kil,1715,1/1/2013,Electric hybrids,Värmlands län,1
Kil,1715,1/1/2013,Electricty,Värmlands län,0
Kil,1715,1/1/2013,Ethanol,Värmlands län,1
Kil,1715,1/1/2013,Gas,Värmlands län,67
Kil,1715,1/1/2013,NG,Värmlands län,0
Kil,1715,1/1/2013,Plug-in hybrids,Värmlands län,1
Kil,1715,1/1/2014,Diesel,Värmlands län,126
Kil,1715,1/1/2014,Electric hybrids,Värmlands län,1
Kil,1715,1/1/2014,Electricty,Värmlands län,1
Kil,1715,1/1/2014,Ethanol,Värmlands län,0
Kil,1715,1/1/2014,Gas,Värmlands län,60
Kil,1715,1/1/2014,NG,Värmlands län,0
Kil,1715,1/1/2014,Plug-in hybrids,Värmlands län,0
Kil,1715,1/1/2015,Diesel,Värmlands län,127
Kil,1715,1/1/2015,Electric hybrids,Värmlands län,1
Kil,1715,1/1/2015,Electricty,Värmlands län,4
Kil,1715,1/1/2015,Ethanol,Värmlands län,1
Kil,1715,1/1/2015,Gas,Värmlands län,87
Kil,1715,1/1/2015,NG,Värmlands län,0
Kil,1715,1/1/2015,Plug-in hybrids,Värmlands län,1
Kil,1715,1/1/2016,Diesel,Värmlands län,142
Kil,1715,1/1/2016,Electric hybrids,Värmlands län,2
Kil,1715,1/1/2016,Electricty,Värmlands län,0
Kil,1715,1/1/2016,Ethanol,Värmlands län,0
Kil,1715,1/1/2016,Gas,Värmlands län,109
Kil,1715,1/1/2016,NG,Värmlands län,0
Kil,1715,1/1/2016,Plug-in hybrids,Värmlands län,0
Kil,1715,1/1/2017,Diesel,Värmlands län,113
Kil,1715,1/1/2017,Electric hybrids,Värmlands län,10
Kil,1715,1/1/2017,Electricty,Värmlands län,3
Kil,1715,1/1/2017,Ethanol,Värmlands län,0
Kil,1715,1/1/2017,Gas,Värmlands län,113
Kil,1715,1/1/2017,NG,Värmlands län,0
Kil,1715,1/1/2017,Plug-in hybrids,Värmlands län,4
Kil,1715,1/1/2018,Diesel,Värmlands län,82
Kil,1715,1/1/2018,Electric hybrids,Värmlands län,9
Kil,1715,1/1/2018,Electricty,Värmlands län,1
Kil,1715,1/1/2018,Ethanol,Värmlands län,0
Kil,1715,1/1/2018,Gas,Värmlands län,96
Kil,1715,1/1/2018,NG,Värmlands län,0
Kil,1715,1/1/2018,Plug-in hybrids,Värmlands län,4
Kil,1715,1/1/2019,Diesel,Värmlands län,53
Kil,1715,1/1/2019,Electric hybrids,Värmlands län,16
Kil,1715,1/1/2019,Electricty,Värmlands län,6
Kil,1715,1/1/2019,Ethanol,Värmlands län,1
Kil,1715,1/1/2019,Gas,Värmlands län,93
Kil,1715,1/1/2019,NG,Värmlands län,0
Kil,1715,1/1/2019,Plug-in hybrids,Värmlands län,9
Kil,1715,1/1/2020,Diesel,Värmlands län,36
Kil,1715,1/1/2020,Electric hybrids,Värmlands län,14
Kil,1715,1/1/2020,Electricty,Värmlands län,15
Kil,1715,1/1/2020,Ethanol,Värmlands län,0
Kil,1715,1/1/2020,Gas,Värmlands län,71
Kil,1715,1/1/2020,NG,Värmlands län,0
Kil,1715,1/1/2020,Plug-in hybrids,Värmlands län,22
Kil,1715,1/1/2021,Diesel,Värmlands län,57
Kil,1715,1/1/2021,Electric hybrids,Värmlands län,18
Kil,1715,1/1/2021,Electricty,Värmlands län,28
Kil,1715,1/1/2021,Ethanol,Värmlands län,0
Kil,1715,1/1/2021,Gas,Värmlands län,70
Kil,1715,1/1/2021,NG,Värmlands län,0
Kil,1715,1/1/2021,Plug-in hybrids,Värmlands län,31
Eda,1730,1/1/2013,Diesel,Värmlands län,83
Eda,1730,1/1/2013,Electric hybrids,Värmlands län,1
Eda,1730,1/1/2013,Electricty,Värmlands län,0
Eda,1730,1/1/2013,Ethanol,Värmlands län,0
Eda,1730,1/1/2013,Gas,Värmlands län,56
Eda,1730,1/1/2013,NG,Värmlands län,0
Eda,1730,1/1/2013,Plug-in hybrids,Värmlands län,1
Eda,1730,1/1/2014,Diesel,Värmlands län,105
Eda,1730,1/1/2014,Electric hybrids,Värmlands län,2
Eda,1730,1/1/2014,Electricty,Värmlands län,0
Eda,1730,1/1/2014,Ethanol,Värmlands län,1
Eda,1730,1/1/2014,Gas,Värmlands län,74
Eda,1730,1/1/2014,NG,Värmlands län,1
Eda,1730,1/1/2014,Plug-in hybrids,Värmlands län,0
Eda,1730,1/1/2015,Diesel,Värmlands län,104
Eda,1730,1/1/2015,Electric hybrids,Värmlands län,1
Eda,1730,1/1/2015,Electricty,Värmlands län,2
Eda,1730,1/1/2015,Ethanol,Värmlands län,0
