County,County code,Date,Fuel type,Region,Count,County Latitude,County Longitude,Region Longitude,Region Latitude
Boxholm,560,1/1/2016,Electricty,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2016,Ethanol,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2016,Gas,Östergötlands län,53,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2016,NG,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2016,Plug-in hybrids,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,Diesel,Östergötlands län,41,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,Electric hybrids,Östergötlands län,11,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,Electricty,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,Ethanol,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,Gas,Östergötlands län,44,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,NG,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2017,Plug-in hybrids,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,Diesel,Östergötlands län,27,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,Electric hybrids,Östergötlands län,8,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,Electricty,Östergötlands län,2,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,Ethanol,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,Gas,Östergötlands län,47,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,NG,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2018,Plug-in hybrids,Östergötlands län,1,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,Diesel,Östergötlands län,19,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,Electric hybrids,Östergötlands län,17,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,Electricty,Östergötlands län,5,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,Ethanol,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,Gas,Östergötlands län,49,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,NG,Östergötlands län,1,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2019,Plug-in hybrids,Östergötlands län,1,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,Diesel,Östergötlands län,14,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,Electric hybrids,Östergötlands län,6,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,Electricty,Östergötlands län,6,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,Ethanol,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,Gas,Östergötlands län,37,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,NG,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2020,Plug-in hybrids,Östergötlands län,10,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,Diesel,Östergötlands län,13,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,Electric hybrids,Östergötlands län,6,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,Electricty,Östergötlands län,13,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,Ethanol,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,Gas,Östergötlands län,27,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,NG,Östergötlands län,0,58.14842,15.10988,58.41667,15.75
Boxholm,560,1/1/2021,Plug-in hybrids,Östergötlands län,10,58.14842,15.10988,58.41667,15.75
Åtvidaberg,561,1/1/2013,Diesel,Östergötlands län,99,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2013,Electric hybrids,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2013,Electricty,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2013,Ethanol,Östergötlands län,4,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2013,Gas,Östergötlands län,62,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2013,NG,Östergötlands län,4,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2013,Plug-in hybrids,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,Diesel,Östergötlands län,91,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,Electric hybrids,Östergötlands län,2,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,Electricty,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,Ethanol,Östergötlands län,10,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,Gas,Östergötlands län,88,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,NG,Östergötlands län,3,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2014,Plug-in hybrids,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,Diesel,Östergötlands län,153,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,Electric hybrids,Östergötlands län,2,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,Electricty,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,Ethanol,Östergötlands län,3,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,Gas,Östergötlands län,87,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,NG,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2015,Plug-in hybrids,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,Diesel,Östergötlands län,109,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,Electric hybrids,Östergötlands län,2,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,Electricty,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,Ethanol,Östergötlands län,4,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,Gas,Östergötlands län,106,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,NG,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2016,Plug-in hybrids,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,Diesel,Östergötlands län,104,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,Electric hybrids,Östergötlands län,12,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,Electricty,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,Ethanol,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,Gas,Östergötlands län,94,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,NG,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2017,Plug-in hybrids,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,Diesel,Östergötlands län,63,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,Electric hybrids,Östergötlands län,10,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,Electricty,Östergötlands län,9,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,Ethanol,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,Gas,Östergötlands län,110,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,NG,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2018,Plug-in hybrids,Östergötlands län,3,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,Diesel,Östergötlands län,50,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,Electric hybrids,Östergötlands län,11,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,Electricty,Östergötlands län,12,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,Ethanol,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,Gas,Östergötlands län,100,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,NG,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2019,Plug-in hybrids,Östergötlands län,8,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,Diesel,Östergötlands län,36,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,Electric hybrids,Östergötlands län,12,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,Electricty,Östergötlands län,11,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,Ethanol,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,Gas,Östergötlands län,65,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,NG,Östergötlands län,1,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2020,Plug-in hybrids,Östergötlands län,26,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,Diesel,Östergötlands län,34,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,Electric hybrids,Östergötlands län,17,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,Electricty,Östergötlands län,40,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,Ethanol,Östergötlands län,4,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,Gas,Östergötlands län,63,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,NG,Östergötlands län,0,58.22799,16.12522,58.41667,15.75
Åtvidaberg,561,1/1/2021,Plug-in hybrids,Östergötlands län,39,58.22799,16.12522,58.41667,15.75
Finspång,562,1/1/2013,Diesel,Östergötlands län,184,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2013,Electric hybrids,Östergötlands län,2,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2013,Electricty,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2013,Ethanol,Östergötlands län,11,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2013,Gas,Östergötlands län,148,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2013,NG,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2013,Plug-in hybrids,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,Diesel,Östergötlands län,203,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,Electric hybrids,Östergötlands län,8,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,Electricty,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,Ethanol,Östergötlands län,18,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,Gas,Östergötlands län,175,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,NG,Östergötlands län,1,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2014,Plug-in hybrids,Östergötlands län,2,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,Diesel,Östergötlands län,214,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,Electric hybrids,Östergötlands län,6,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,Electricty,Östergötlands län,5,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,Ethanol,Östergötlands län,37,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,Gas,Östergötlands län,190,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,NG,Östergötlands län,1,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2015,Plug-in hybrids,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,Diesel,Östergötlands län,184,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,Electric hybrids,Östergötlands län,14,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,Electricty,Östergötlands län,3,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,Ethanol,Östergötlands län,9,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,Gas,Östergötlands län,226,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,NG,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2016,Plug-in hybrids,Östergötlands län,1,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,Diesel,Östergötlands län,143,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,Electric hybrids,Östergötlands län,18,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,Electricty,Östergötlands län,2,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,Ethanol,Östergötlands län,14,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,Gas,Östergötlands län,214,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,NG,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2017,Plug-in hybrids,Östergötlands län,6,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,Diesel,Östergötlands län,54,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,Electric hybrids,Östergötlands län,16,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,Electricty,Östergötlands län,3,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,Ethanol,Östergötlands län,28,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,Gas,Östergötlands län,239,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,NG,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2018,Plug-in hybrids,Östergötlands län,19,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,Diesel,Östergötlands län,80,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,Electric hybrids,Östergötlands län,29,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,Electricty,Östergötlands län,10,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,Ethanol,Östergötlands län,6,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,Gas,Östergötlands län,211,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,NG,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2019,Plug-in hybrids,Östergötlands län,24,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,Diesel,Östergötlands län,60,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,Electric hybrids,Östergötlands län,28,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,Electricty,Östergötlands län,25,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,Ethanol,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,Gas,Östergötlands län,140,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,NG,Östergötlands län,1,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2020,Plug-in hybrids,Östergötlands län,35,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,Diesel,Östergötlands län,52,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,Electric hybrids,Östergötlands län,25,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,Electricty,Östergötlands län,55,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,Ethanol,Östergötlands län,1,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,Gas,Östergötlands län,147,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,NG,Östergötlands län,0,58.80568,15.78783,58.41667,15.75
Finspång,562,1/1/2021,Plug-in hybrids,Östergötlands län,58,58.80568,15.78783,58.41667,15.75
Valdemarsvik,563,1/1/2013,Diesel,Östergötlands län,67,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2013,Electric hybrids,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2013,Electricty,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2013,Ethanol,Östergötlands län,6,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2013,Gas,Östergötlands län,41,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2013,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2013,Plug-in hybrids,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,Diesel,Östergötlands län,60,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,Electric hybrids,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,Electricty,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,Ethanol,Östergötlands län,13,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,Gas,Östergötlands län,41,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2014,Plug-in hybrids,Östergötlands län,1,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,Diesel,Östergötlands län,79,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,Electric hybrids,Östergötlands län,2,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,Electricty,Östergötlands län,1,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,Ethanol,Östergötlands län,6,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,Gas,Östergötlands län,48,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2015,Plug-in hybrids,Östergötlands län,1,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,Diesel,Östergötlands län,71,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,Electric hybrids,Östergötlands län,4,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,Electricty,Östergötlands län,1,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,Ethanol,Östergötlands län,10,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,Gas,Östergötlands län,55,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2016,Plug-in hybrids,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,Diesel,Östergötlands län,68,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,Electric hybrids,Östergötlands län,3,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,Electricty,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,Ethanol,Östergötlands län,12,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,Gas,Östergötlands län,58,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2017,Plug-in hybrids,Östergötlands län,2,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,Diesel,Östergötlands län,43,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,Electric hybrids,Östergötlands län,7,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,Electricty,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,Ethanol,Östergötlands län,11,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,Gas,Östergötlands län,58,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2018,Plug-in hybrids,Östergötlands län,2,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,Diesel,Östergötlands län,42,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,Electric hybrids,Östergötlands län,12,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,Electricty,Östergötlands län,9,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,Ethanol,Östergötlands län,6,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,Gas,Östergötlands län,59,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2019,Plug-in hybrids,Östergötlands län,2,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,Diesel,Östergötlands län,19,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,Electric hybrids,Östergötlands län,4,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,Electricty,Östergötlands län,7,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,Ethanol,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,Gas,Östergötlands län,34,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2020,Plug-in hybrids,Östergötlands län,11,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,Diesel,Östergötlands län,21,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,Electric hybrids,Östergötlands län,13,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,Electricty,Östergötlands län,22,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,Ethanol,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,Gas,Östergötlands län,50,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,NG,Östergötlands län,0,58.2,16.6,58.41667,15.75
Valdemarsvik,563,1/1/2021,Plug-in hybrids,Östergötlands län,13,58.2,16.6,58.41667,15.75
Linköping,580,1/1/2013,Diesel,Östergötlands län,2697,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2013,Electric hybrids,Östergötlands län,106,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2013,Electricty,Östergötlands län,5,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2013,Ethanol,Östergötlands län,101,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2013,Gas,Östergötlands län,1633,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2013,NG,Östergötlands län,156,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2013,Plug-in hybrids,Östergötlands län,15,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,Diesel,Östergötlands län,2880,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,Electric hybrids,Östergötlands län,222,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,Electricty,Östergötlands län,14,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,Ethanol,Östergötlands län,63,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,Gas,Östergötlands län,2120,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,NG,Östergötlands län,219,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2014,Plug-in hybrids,Östergötlands län,33,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,Diesel,Östergötlands län,3424,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,Electric hybrids,Östergötlands län,295,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,Electricty,Östergötlands län,37,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,Ethanol,Östergötlands län,7,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,Gas,Östergötlands län,2169,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,NG,Östergötlands län,173,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2015,Plug-in hybrids,Östergötlands län,52,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,Diesel,Östergötlands län,3330,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,Electric hybrids,Östergötlands län,549,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,Electricty,Östergötlands län,44,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,Ethanol,Östergötlands län,2,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,Gas,Östergötlands län,2708,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,NG,Östergötlands län,145,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2016,Plug-in hybrids,Östergötlands län,97,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,Diesel,Östergötlands län,3146,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,Electric hybrids,Östergötlands län,733,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,Electricty,Östergötlands län,79,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,Ethanol,Östergötlands län,1,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,Gas,Östergötlands län,2584,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,NG,Östergötlands län,141,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2017,Plug-in hybrids,Östergötlands län,177,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,Diesel,Östergötlands län,1943,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,Electric hybrids,Östergötlands län,653,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,Electricty,Östergötlands län,179,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,Ethanol,Östergötlands län,0,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,Gas,Östergötlands län,2991,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,NG,Östergötlands län,51,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2018,Plug-in hybrids,Östergötlands län,307,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2019,Diesel,Östergötlands län,1705,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2019,Electric hybrids,Östergötlands län,972,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2019,Electricty,Östergötlands län,301,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2019,Ethanol,Östergötlands län,12,58.41046,15.6187,58.41667,15.75
Linköping,580,1/1/2019,Gas,Östergötlands län,2600,58.41046,15.6187,58.41667,15.75
