County,County code,Region,Region+,Date,County population
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2013,41449
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2014,41816
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2015,42661
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2016,43891
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2017,44605
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2018,45543
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2019,46786
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2020,47184
Upplands Väsby,114,Stockholms län,Larger cities,1/1/2021,47820
Vallentuna,115,Stockholms län,Larger cities,1/1/2013,31616
Vallentuna,115,Stockholms län,Larger cities,1/1/2014,31969
Vallentuna,115,Stockholms län,Larger cities,1/1/2015,32380
Vallentuna,115,Stockholms län,Larger cities,1/1/2016,32785
Vallentuna,115,Stockholms län,Larger cities,1/1/2017,33175
Vallentuna,115,Stockholms län,Larger cities,1/1/2018,33432
Vallentuna,115,Stockholms län,Larger cities,1/1/2019,34090
Vallentuna,115,Stockholms län,Larger cities,1/1/2020,34119
Vallentuna,115,Stockholms län,Larger cities,1/1/2021,34246
Österåker,117,Stockholms län,Larger cities,1/1/2013,40495
Österåker,117,Stockholms län,Larger cities,1/1/2014,41180
Österåker,117,Stockholms län,Larger cities,1/1/2015,42130
Österåker,117,Stockholms län,Larger cities,1/1/2016,43293
Österåker,117,Stockholms län,Larger cities,1/1/2017,44130
Österåker,117,Stockholms län,Larger cities,1/1/2018,44831
Österåker,117,Stockholms län,Larger cities,1/1/2019,45574
Österåker,117,Stockholms län,Larger cities,1/1/2020,46644
Österåker,117,Stockholms län,Larger cities,1/1/2021,48234
Värmdö,120,Stockholms län,Larger cities,1/1/2013,39784
Värmdö,120,Stockholms län,Larger cities,1/1/2014,40541
Värmdö,120,Stockholms län,Larger cities,1/1/2015,41107
Värmdö,120,Stockholms län,Larger cities,1/1/2016,42000
Värmdö,120,Stockholms län,Larger cities,1/1/2017,43444
Värmdö,120,Stockholms län,Larger cities,1/1/2018,44397
Värmdö,120,Stockholms län,Larger cities,1/1/2019,45000
Värmdö,120,Stockholms län,Larger cities,1/1/2020,45566
Värmdö,120,Stockholms län,Larger cities,1/1/2021,46232
Järfälla,123,Stockholms län,Larger cities,1/1/2013,69167
Järfälla,123,Stockholms län,Larger cities,1/1/2014,70701
Järfälla,123,Stockholms län,Larger cities,1/1/2015,72429
Järfälla,123,Stockholms län,Larger cities,1/1/2016,74412
Järfälla,123,Stockholms län,Larger cities,1/1/2017,76453
Järfälla,123,Stockholms län,Larger cities,1/1/2018,78480
Järfälla,123,Stockholms län,Larger cities,1/1/2019,79990
Järfälla,123,Stockholms län,Larger cities,1/1/2020,81274
Järfälla,123,Stockholms län,Larger cities,1/1/2021,83170
Ekerö,125,Stockholms län,Larger cities,1/1/2013,26355
Ekerö,125,Stockholms län,Larger cities,1/1/2014,26698
Ekerö,125,Stockholms län,Larger cities,1/1/2015,26984
Ekerö,125,Stockholms län,Larger cities,1/1/2016,27406
Ekerö,125,Stockholms län,Larger cities,1/1/2017,27753
Ekerö,125,Stockholms län,Larger cities,1/1/2018,28308
Ekerö,125,Stockholms län,Larger cities,1/1/2019,28690
Ekerö,125,Stockholms län,Larger cities,1/1/2020,28879
Ekerö,125,Stockholms län,Larger cities,1/1/2021,29096
Huddinge,126,Stockholms län,Larger cities,1/1/2013,102557
Huddinge,126,Stockholms län,Larger cities,1/1/2014,104185
Huddinge,126,Stockholms län,Larger cities,1/1/2015,105311
Huddinge,126,Stockholms län,Larger cities,1/1/2016,107538
Huddinge,126,Stockholms län,Larger cities,1/1/2017,110003
Huddinge,126,Stockholms län,Larger cities,1/1/2018,111722
Huddinge,126,Stockholms län,Larger cities,1/1/2019,112848
Huddinge,126,Stockholms län,Larger cities,1/1/2020,113234
Huddinge,126,Stockholms län,Larger cities,1/1/2021,113951
Botkyrka,127,Stockholms län,Larger cities,1/1/2013,87580
Botkyrka,127,Stockholms län,Larger cities,1/1/2014,88901
Botkyrka,127,Stockholms län,Larger cities,1/1/2015,89425
Botkyrka,127,Stockholms län,Larger cities,1/1/2016,90675
Botkyrka,127,Stockholms län,Larger cities,1/1/2017,91925
Botkyrka,127,Stockholms län,Larger cities,1/1/2018,93106
Botkyrka,127,Stockholms län,Larger cities,1/1/2019,94606
Botkyrka,127,Stockholms län,Larger cities,1/1/2020,94847
Botkyrka,127,Stockholms län,Larger cities,1/1/2021,95318
Salem,128,Stockholms län,Larger cities,1/1/2013,16001
Salem,128,Stockholms län,Larger cities,1/1/2014,16140
Salem,128,Stockholms län,Larger cities,1/1/2015,16426
Salem,128,Stockholms län,Larger cities,1/1/2016,16615
Salem,128,Stockholms län,Larger cities,1/1/2017,16665
Salem,128,Stockholms län,Larger cities,1/1/2018,16786
Salem,128,Stockholms län,Larger cities,1/1/2019,16750
Salem,128,Stockholms län,Larger cities,1/1/2020,16959
Salem,128,Stockholms län,Larger cities,1/1/2021,17252
Haninge,136,Stockholms län,Larger cities,1/1/2013,80932
Haninge,136,Stockholms län,Larger cities,1/1/2014,82407
Haninge,136,Stockholms län,Larger cities,1/1/2015,83866
Haninge,136,Stockholms län,Larger cities,1/1/2016,85693
Haninge,136,Stockholms län,Larger cities,1/1/2017,88037
Haninge,136,Stockholms län,Larger cities,1/1/2018,89989
Haninge,136,Stockholms län,Larger cities,1/1/2019,92095
Haninge,136,Stockholms län,Larger cities,1/1/2020,93690
Haninge,136,Stockholms län,Larger cities,1/1/2021,95658
Tyresö,138,Stockholms län,Larger cities,1/1/2013,44281
Tyresö,138,Stockholms län,Larger cities,1/1/2014,45390
Tyresö,138,Stockholms län,Larger cities,1/1/2015,46177
Tyresö,138,Stockholms län,Larger cities,1/1/2016,47103
Tyresö,138,Stockholms län,Larger cities,1/1/2017,47304
Tyresö,138,Stockholms län,Larger cities,1/1/2018,48004
Tyresö,138,Stockholms län,Larger cities,1/1/2019,48333
Tyresö,138,Stockholms län,Larger cities,1/1/2020,48678
Tyresö,138,Stockholms län,Larger cities,1/1/2021,49062
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2013,24703
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2014,25287
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2015,25789
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2016,26755
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2017,27614
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2018,28756
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2019,29346
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2020,30195
Upplands-Bro,139,Stockholms län,Larger cities,1/1/2021,31082
Nykvarn,140,Stockholms län,Larger cities,1/1/2013,9523
Nykvarn,140,Stockholms län,Larger cities,1/1/2014,9815
Nykvarn,140,Stockholms län,Larger cities,1/1/2015,10192
Nykvarn,140,Stockholms län,Larger cities,1/1/2016,10424
Nykvarn,140,Stockholms län,Larger cities,1/1/2017,10660
Nykvarn,140,Stockholms län,Larger cities,1/1/2018,10923
Nykvarn,140,Stockholms län,Larger cities,1/1/2019,11014
Nykvarn,140,Stockholms län,Larger cities,1/1/2020,11222
Nykvarn,140,Stockholms län,Larger cities,1/1/2021,11500
Täby,160,Stockholms län,Larger cities,1/1/2013,66292
Täby,160,Stockholms län,Larger cities,1/1/2014,67334
Täby,160,Stockholms län,Larger cities,1/1/2015,68281
Täby,160,Stockholms län,Larger cities,1/1/2016,69386
Täby,160,Stockholms län,Larger cities,1/1/2017,70405
Täby,160,Stockholms län,Larger cities,1/1/2018,71397
Täby,160,Stockholms län,Larger cities,1/1/2019,71874
Täby,160,Stockholms län,Larger cities,1/1/2020,72755
Täby,160,Stockholms län,Larger cities,1/1/2021,73955
Danderyd,162,Stockholms län,Larger cities,1/1/2013,32222
Danderyd,162,Stockholms län,Larger cities,1/1/2014,32295
Danderyd,162,Stockholms län,Larger cities,1/1/2015,32421
Danderyd,162,Stockholms län,Larger cities,1/1/2016,32653
Danderyd,162,Stockholms län,Larger cities,1/1/2017,32888
Danderyd,162,Stockholms län,Larger cities,1/1/2018,33187
Danderyd,162,Stockholms län,Larger cities,1/1/2019,32857
Danderyd,162,Stockholms län,Larger cities,1/1/2020,32712
Danderyd,162,Stockholms län,Larger cities,1/1/2021,32803
Sollentuna,163,Stockholms län,Larger cities,1/1/2013,68145
Sollentuna,163,Stockholms län,Larger cities,1/1/2014,69325
Sollentuna,163,Stockholms län,Larger cities,1/1/2015,70251
Sollentuna,163,Stockholms län,Larger cities,1/1/2016,71023
Sollentuna,163,Stockholms län,Larger cities,1/1/2017,71848
Sollentuna,163,Stockholms län,Larger cities,1/1/2018,72528
Sollentuna,163,Stockholms län,Larger cities,1/1/2019,73857
Sollentuna,163,Stockholms län,Larger cities,1/1/2020,73990
Sollentuna,163,Stockholms län,Larger cities,1/1/2021,75108
Stockholm,180,Stockholms län,Larger cities,1/1/2013,897700
Stockholm,180,Stockholms län,Larger cities,1/1/2014,911989
Stockholm,180,Stockholms län,Larger cities,1/1/2015,923516
Stockholm,180,Stockholms län,Larger cities,1/1/2016,935619
Stockholm,180,Stockholms län,Larger cities,1/1/2017,949761
Stockholm,180,Stockholms län,Larger cities,1/1/2018,962154
Stockholm,180,Stockholms län,Larger cities,1/1/2019,974073
Stockholm,180,Stockholms län,Larger cities,1/1/2020,975551
Stockholm,180,Stockholms län,Larger cities,1/1/2021,978770
Södertälje,181,Stockholms län,Larger cities,1/1/2013,91072
Södertälje,181,Stockholms län,Larger cities,1/1/2014,92235
Södertälje,181,Stockholms län,Larger cities,1/1/2015,93202
Södertälje,181,Stockholms län,Larger cities,1/1/2016,94631
Södertälje,181,Stockholms län,Larger cities,1/1/2017,96032
Södertälje,181,Stockholms län,Larger cities,1/1/2018,97381
Södertälje,181,Stockholms län,Larger cities,1/1/2019,98979
Södertälje,181,Stockholms län,Larger cities,1/1/2020,100111
Södertälje,181,Stockholms län,Larger cities,1/1/2021,101209
Nacka,182,Stockholms län,Larger cities,1/1/2013,94423
Nacka,182,Stockholms län,Larger cities,1/1/2014,96217
Nacka,182,Stockholms län,Larger cities,1/1/2015,97986
Nacka,182,Stockholms län,Larger cities,1/1/2016,99359
Nacka,182,Stockholms län,Larger cities,1/1/2017,101231
Nacka,182,Stockholms län,Larger cities,1/1/2018,103656
Nacka,182,Stockholms län,Larger cities,1/1/2019,105189
Nacka,182,Stockholms län,Larger cities,1/1/2020,106505
Nacka,182,Stockholms län,Larger cities,1/1/2021,108234
Sundbyberg,183,Stockholms län,Larger cities,1/1/2013,42626
Sundbyberg,183,Stockholms län,Larger cities,1/1/2014,44090
Sundbyberg,183,Stockholms län,Larger cities,1/1/2015,46110
Sundbyberg,183,Stockholms län,Larger cities,1/1/2016,47750
Sundbyberg,183,Stockholms län,Larger cities,1/1/2017,49424
Sundbyberg,183,Stockholms län,Larger cities,1/1/2018,50564
Sundbyberg,183,Stockholms län,Larger cities,1/1/2019,52414
Sundbyberg,183,Stockholms län,Larger cities,1/1/2020,52801
Sundbyberg,183,Stockholms län,Larger cities,1/1/2021,53564
Solna,184,Stockholms län,Larger cities,1/1/2013,72740
Solna,184,Stockholms län,Larger cities,1/1/2014,74041
Solna,184,Stockholms län,Larger cities,1/1/2015,76158
Solna,184,Stockholms län,Larger cities,1/1/2016,78129
Solna,184,Stockholms län,Larger cities,1/1/2017,79707
Solna,184,Stockholms län,Larger cities,1/1/2018,80950
Solna,184,Stockholms län,Larger cities,1/1/2019,82429
Solna,184,Stockholms län,Larger cities,1/1/2020,83162
Solna,184,Stockholms län,Larger cities,1/1/2021,84187
Lidingö,186,Stockholms län,Larger cities,1/1/2013,45178
Lidingö,186,Stockholms län,Larger cities,1/1/2014,45465
Lidingö,186,Stockholms län,Larger cities,1/1/2015,46302
Lidingö,186,Stockholms län,Larger cities,1/1/2016,46853
Lidingö,186,Stockholms län,Larger cities,1/1/2017,47185
Lidingö,186,Stockholms län,Larger cities,1/1/2018,47818
Lidingö,186,Stockholms län,Larger cities,1/1/2019,48123
Lidingö,186,Stockholms län,Larger cities,1/1/2020,48005
Lidingö,186,Stockholms län,Larger cities,1/1/2021,48162
Vaxholm,187,Stockholms län,Larger cities,1/1/2013,11188
Vaxholm,187,Stockholms län,Larger cities,1/1/2014,11329
Vaxholm,187,Stockholms län,Larger cities,1/1/2015,11380
Vaxholm,187,Stockholms län,Larger cities,1/1/2016,11621
Vaxholm,187,Stockholms län,Larger cities,1/1/2017,11831
Vaxholm,187,Stockholms län,Larger cities,1/1/2018,12023
Vaxholm,187,Stockholms län,Larger cities,1/1/2019,12003
Vaxholm,187,Stockholms län,Larger cities,1/1/2020,11886
Vaxholm,187,Stockholms län,Larger cities,1/1/2021,11996
Norrtälje,188,Stockholms län,Larger cities,1/1/2013,56845
Norrtälje,188,Stockholms län,Larger cities,1/1/2014,57568
Norrtälje,188,Stockholms län,Larger cities,1/1/2015,58669
Norrtälje,188,Stockholms län,Larger cities,1/1/2016,59420
Norrtälje,188,Stockholms län,Larger cities,1/1/2017,60808
Norrtälje,188,Stockholms län,Larger cities,1/1/2018,61769
Norrtälje,188,Stockholms län,Larger cities,1/1/2019,62622
Norrtälje,188,Stockholms län,Larger cities,1/1/2020,63673
Norrtälje,188,Stockholms län,Larger cities,1/1/2021,64762
Sigtuna,191,Stockholms län,Larger cities,1/1/2013,43372
Sigtuna,191,Stockholms län,Larger cities,1/1/2014,44085
Sigtuna,191,Stockholms län,Larger cities,1/1/2015,44786
Sigtuna,191,Stockholms län,Larger cities,1/1/2016,46274
Sigtuna,191,Stockholms län,Larger cities,1/1/2017,47146
Sigtuna,191,Stockholms län,Larger cities,1/1/2018,48130
Sigtuna,191,Stockholms län,Larger cities,1/1/2019,48964
Sigtuna,191,Stockholms län,Larger cities,1/1/2020,49537
Sigtuna,191,Stockholms län,Larger cities,1/1/2021,50273
Nynäshamn,192,Stockholms län,Larger cities,1/1/2013,26796
Nynäshamn,192,Stockholms län,Larger cities,1/1/2014,27041
Nynäshamn,192,Stockholms län,Larger cities,1/1/2015,27500
Nynäshamn,192,Stockholms län,Larger cities,1/1/2016,27752
Nynäshamn,192,Stockholms län,Larger cities,1/1/2017,28109
Nynäshamn,192,Stockholms län,Larger cities,1/1/2018,28290
Nynäshamn,192,Stockholms län,Larger cities,1/1/2019,28575
Nynäshamn,192,Stockholms län,Larger cities,1/1/2020,28811
Nynäshamn,192,Stockholms län,Larger cities,1/1/2021,29495
Håbo,305,Uppsala län,South,1/1/2013,19968
Håbo,305,Uppsala län,South,1/1/2014,20034
Håbo,305,Uppsala län,South,1/1/2015,20279
Håbo,305,Uppsala län,South,1/1/2016,20737
Håbo,305,Uppsala län,South,1/1/2017,21083
Håbo,305,Uppsala län,South,1/1/2018,21564
Håbo,305,Uppsala län,South,1/1/2019,21934
Håbo,305,Uppsala län,South,1/1/2020,22019
Håbo,305,Uppsala län,South,1/1/2021,22344
Älvkarleby,319,Uppsala län,South,1/1/2013,9132
Älvkarleby,319,Uppsala län,South,1/1/2014,9169
Älvkarleby,319,Uppsala län,South,1/1/2015,9293
Älvkarleby,319,Uppsala län,South,1/1/2016,9445
Älvkarleby,319,Uppsala län,South,1/1/2017,9402
Älvkarleby,319,Uppsala län,South,1/1/2018,9392
Älvkarleby,319,Uppsala län,South,1/1/2019,9457
Älvkarleby,319,Uppsala län,South,1/1/2020,9511
Älvkarleby,319,Uppsala län,South,1/1/2021,9627
Knivsta,330,Uppsala län,South,1/1/2013,15580
Knivsta,330,Uppsala län,South,1/1/2014,16105
Knivsta,330,Uppsala län,South,1/1/2015,16869
Knivsta,330,Uppsala län,South,1/1/2016,17323
Knivsta,330,Uppsala län,South,1/1/2017,18064
Knivsta,330,Uppsala län,South,1/1/2018,18720
Knivsta,330,Uppsala län,South,1/1/2019,18835
Knivsta,330,Uppsala län,South,1/1/2020,19106
Knivsta,330,Uppsala län,South,1/1/2021,19818
Heby,331,Uppsala län,South,1/1/2013,13450
Heby,331,Uppsala län,South,1/1/2014,13490
Heby,331,Uppsala län,South,1/1/2015,13594
Heby,331,Uppsala län,South,1/1/2016,13755
Heby,331,Uppsala län,South,1/1/2017,13854
Heby,331,Uppsala län,South,1/1/2018,13910
Heby,331,Uppsala län,South,1/1/2019,14047
Heby,331,Uppsala län,South,1/1/2020,14101
Heby,331,Uppsala län,South,1/1/2021,14303
Tierp,360,Uppsala län,South,1/1/2013,20144
Tierp,360,Uppsala län,South,1/1/2014,20245
Tierp,360,Uppsala län,South,1/1/2015,20547
Tierp,360,Uppsala län,South,1/1/2016,20744
Tierp,360,Uppsala län,South,1/1/2017,20930
Tierp,360,Uppsala län,South,1/1/2018,21127
Tierp,360,Uppsala län,South,1/1/2019,21136
Tierp,360,Uppsala län,South,1/1/2020,21327
Tierp,360,Uppsala län,South,1/1/2021,21485
Uppsala,380,Uppsala län,South,1/1/2013,205199
Uppsala,380,Uppsala län,South,1/1/2014,207362
Uppsala,380,Uppsala län,South,1/1/2015,210126
Uppsala,380,Uppsala län,South,1/1/2016,214559
Uppsala,380,Uppsala län,South,1/1/2017,219914
Uppsala,380,Uppsala län,South,1/1/2018,225164
Uppsala,380,Uppsala län,South,1/1/2019,230767
Uppsala,380,Uppsala län,South,1/1/2020,233839
Uppsala,380,Uppsala län,South,1/1/2021,237596
Enköping,381,Uppsala län,South,1/1/2013,40656
Enköping,381,Uppsala län,South,1/1/2014,41163
Enköping,381,Uppsala län,South,1/1/2015,41893
Enköping,381,Uppsala län,South,1/1/2016,42988
Enköping,381,Uppsala län,South,1/1/2017,43797
Enköping,381,Uppsala län,South,1/1/2018,44429
Enköping,381,Uppsala län,South,1/1/2019,45287
Enköping,381,Uppsala län,South,1/1/2020,46240
Enköping,381,Uppsala län,South,1/1/2021,47489
Östhammar,382,Uppsala län,South,1/1/2013,21352
Östhammar,382,Uppsala län,South,1/1/2014,21374
Östhammar,382,Uppsala län,South,1/1/2015,21563
Östhammar,382,Uppsala län,South,1/1/2016,21822
Östhammar,382,Uppsala län,South,1/1/2017,21927
Östhammar,382,Uppsala län,South,1/1/2018,22048
Östhammar,382,Uppsala län,South,1/1/2019,22250
Östhammar,382,Uppsala län,South,1/1/2020,22251
Östhammar,382,Uppsala län,South,1/1/2021,22364
Vingåker,428,Södermanlands län,South,1/1/2013,8835
Vingåker,428,Södermanlands län,South,1/1/2014,8919
Vingåker,428,Södermanlands län,South,1/1/2015,8953
Vingåker,428,Södermanlands län,South,1/1/2016,9099
Vingåker,428,Södermanlands län,South,1/1/2017,9180
Vingåker,428,Södermanlands län,South,1/1/2018,9136
Vingåker,428,Södermanlands län,South,1/1/2019,9111
Vingåker,428,Södermanlands län,South,1/1/2020,9144
Vingåker,428,Södermanlands län,South,1/1/2021,9063
Gnesta,461,Södermanlands län,South,1/1/2013,10409
Gnesta,461,Södermanlands län,South,1/1/2014,10513
Gnesta,461,Södermanlands län,South,1/1/2015,10649
Gnesta,461,Södermanlands län,South,1/1/2016,10861
Gnesta,461,Södermanlands län,South,1/1/2017,11019
Gnesta,461,Södermanlands län,South,1/1/2018,11237
Gnesta,461,Södermanlands län,South,1/1/2019,11365
Gnesta,461,Södermanlands län,South,1/1/2020,11421
Gnesta,461,Södermanlands län,South,1/1/2021,11513
Nyköping,480,Södermanlands län,South,1/1/2013,53038
Nyköping,480,Södermanlands län,South,1/1/2014,53508
Nyköping,480,Södermanlands län,South,1/1/2015,54262
Nyköping,480,Södermanlands län,South,1/1/2016,54924
Nyköping,480,Södermanlands län,South,1/1/2017,55467
Nyköping,480,Södermanlands län,South,1/1/2018,56011
Nyköping,480,Södermanlands län,South,1/1/2019,56591
Nyköping,480,Södermanlands län,South,1/1/2020,57071
Nyköping,480,Södermanlands län,South,1/1/2021,57633
Oxelösund,481,Södermanlands län,South,1/1/2013,11403
Oxelösund,481,Södermanlands län,South,1/1/2014,11551
Oxelösund,481,Södermanlands län,South,1/1/2015,11701
Oxelösund,481,Södermanlands län,South,1/1/2016,11921
Oxelösund,481,Södermanlands län,South,1/1/2017,12008
Oxelösund,481,Södermanlands län,South,1/1/2018,12062
Oxelösund,481,Södermanlands län,South,1/1/2019,11983
Oxelösund,481,Södermanlands län,South,1/1/2020,11995
Oxelösund,481,Södermanlands län,South,1/1/2021,12132
Flen,482,Södermanlands län,South,1/1/2013,16156
Flen,482,Södermanlands län,South,1/1/2014,16242
Flen,482,Södermanlands län,South,1/1/2015,16440
Flen,482,Södermanlands län,South,1/1/2016,16830
Flen,482,Södermanlands län,South,1/1/2017,16864
Flen,482,Södermanlands län,South,1/1/2018,16705
Flen,482,Södermanlands län,South,1/1/2019,16585
Flen,482,Södermanlands län,South,1/1/2020,16431
Flen,482,Södermanlands län,South,1/1/2021,16316
Katrineholm,483,Södermanlands län,South,1/1/2013,32930
Katrineholm,483,Södermanlands län,South,1/1/2014,33268
Katrineholm,483,Södermanlands län,South,1/1/2015,33462
Katrineholm,483,Södermanlands län,South,1/1/2016,33722
Katrineholm,483,Södermanlands län,South,1/1/2017,34133
Katrineholm,483,Södermanlands län,South,1/1/2018,34550
Katrineholm,483,Södermanlands län,South,1/1/2019,34755
Katrineholm,483,Södermanlands län,South,1/1/2020,34765
Katrineholm,483,Södermanlands län,South,1/1/2021,34764
Eskilstuna,484,Södermanlands län,South,1/1/2013,99729
Eskilstuna,484,Södermanlands län,South,1/1/2014,100923
Eskilstuna,484,Södermanlands län,South,1/1/2015,102065
Eskilstuna,484,Södermanlands län,South,1/1/2016,103684
Eskilstuna,484,Södermanlands län,South,1/1/2017,104709
Eskilstuna,484,Södermanlands län,South,1/1/2018,105924
Eskilstuna,484,Södermanlands län,South,1/1/2019,106859
Eskilstuna,484,Södermanlands län,South,1/1/2020,106975
Eskilstuna,484,Södermanlands län,South,1/1/2021,107593
Strängnäs,486,Södermanlands län,South,1/1/2013,33389
Strängnäs,486,Södermanlands län,South,1/1/2014,33878
Strängnäs,486,Södermanlands län,South,1/1/2015,34102
Strängnäs,486,Södermanlands län,South,1/1/2016,34609
Strängnäs,486,Södermanlands län,South,1/1/2017,35045
Strängnäs,486,Södermanlands län,South,1/1/2018,35761
Strängnäs,486,Södermanlands län,South,1/1/2019,36544
Strängnäs,486,Södermanlands län,South,1/1/2020,37290
Strängnäs,486,Södermanlands län,South,1/1/2021,38129
Trosa,488,Södermanlands län,South,1/1/2013,11680
Trosa,488,Södermanlands län,South,1/1/2014,11864
Trosa,488,Södermanlands län,South,1/1/2015,12078
Trosa,488,Södermanlands län,South,1/1/2016,12447
Trosa,488,Södermanlands län,South,1/1/2017,12916
Trosa,488,Södermanlands län,South,1/1/2018,13309
Trosa,488,Södermanlands län,South,1/1/2019,13747
Trosa,488,Södermanlands län,South,1/1/2020,14309
Trosa,488,Södermanlands län,South,1/1/2021,14658
Ödeshög,509,Östergötlands län,South,1/1/2013,5174
Ödeshög,509,Östergötlands län,South,1/1/2014,5240
Ödeshög,509,Östergötlands län,South,1/1/2015,5236
Ödeshög,509,Östergötlands län,South,1/1/2016,5335
Ödeshög,509,Östergötlands län,South,1/1/2017,5343
Ödeshög,509,Östergötlands län,South,1/1/2018,5323
Ödeshög,509,Östergötlands län,South,1/1/2019,5337
Ödeshög,509,Östergötlands län,South,1/1/2020,5338
Ödeshög,509,Östergötlands län,South,1/1/2021,5309
Ydre,512,Östergötlands län,South,1/1/2013,3617
Ydre,512,Östergötlands län,South,1/1/2014,3660
Ydre,512,Östergötlands län,South,1/1/2015,3658
Ydre,512,Östergötlands län,South,1/1/2016,3675
Ydre,512,Östergötlands län,South,1/1/2017,3733
Ydre,512,Östergötlands län,South,1/1/2018,3743
Ydre,512,Östergötlands län,South,1/1/2019,3747
Ydre,512,Östergötlands län,South,1/1/2020,3726
Ydre,512,Östergötlands län,South,1/1/2021,3695
Kinda,513,Östergötlands län,South,1/1/2013,9802
Kinda,513,Östergötlands län,South,1/1/2014,9795
Kinda,513,Östergötlands län,South,1/1/2015,9795
Kinda,513,Östergötlands län,South,1/1/2016,9874
Kinda,513,Östergötlands län,South,1/1/2017,9882
Kinda,513,Östergötlands län,South,1/1/2018,9915
Kinda,513,Östergötlands län,South,1/1/2019,9940
Kinda,513,Östergötlands län,South,1/1/2020,9991
Kinda,513,Östergötlands län,South,1/1/2021,10048
Boxholm,560,Östergötlands län,South,1/1/2013,5278
Boxholm,560,Östergötlands län,South,1/1/2014,5322
Boxholm,560,Östergötlands län,South,1/1/2015,5328
Boxholm,560,Östergötlands län,South,1/1/2016,5373
Boxholm,560,Östergötlands län,South,1/1/2017,5453
Boxholm,560,Östergötlands län,South,1/1/2018,5449
Boxholm,560,Östergötlands län,South,1/1/2019,5476
Boxholm,560,Östergötlands län,South,1/1/2020,5441
Boxholm,560,Östergötlands län,South,1/1/2021,5512
Åtvidaberg,561,Östergötlands län,South,1/1/2013,11460
Åtvidaberg,561,Östergötlands län,South,1/1/2014,11472
Åtvidaberg,561,Östergötlands län,South,1/1/2015,11545
Åtvidaberg,561,Östergötlands län,South,1/1/2016,11617
Åtvidaberg,561,Östergötlands län,South,1/1/2017,11631
Åtvidaberg,561,Östergötlands län,South,1/1/2018,11537
Åtvidaberg,561,Östergötlands län,South,1/1/2019,11503
Åtvidaberg,561,Östergötlands län,South,1/1/2020,11427
Åtvidaberg,561,Östergötlands län,South,1/1/2021,11462
Finspång,562,Östergötlands län,South,1/1/2013,20903
Finspång,562,Östergötlands län,South,1/1/2014,21150
Finspång,562,Östergötlands län,South,1/1/2015,21199
Finspång,562,Östergötlands län,South,1/1/2016,21526
Finspång,562,Östergötlands län,South,1/1/2017,21577
Finspång,562,Östergötlands län,South,1/1/2018,21758
Finspång,562,Östergötlands län,South,1/1/2019,21912
Finspång,562,Östergötlands län,South,1/1/2020,21765
Finspång,562,Östergötlands län,South,1/1/2021,21889
Valdemarsvik,563,Östergötlands län,South,1/1/2013,7585
Valdemarsvik,563,Östergötlands län,South,1/1/2014,7657
Valdemarsvik,563,Östergötlands län,South,1/1/2015,7747
Valdemarsvik,563,Östergötlands län,South,1/1/2016,7809
Valdemarsvik,563,Östergötlands län,South,1/1/2017,7920
Valdemarsvik,563,Östergötlands län,South,1/1/2018,7956
Valdemarsvik,563,Östergötlands län,South,1/1/2019,7873
Valdemarsvik,563,Östergötlands län,South,1/1/2020,7737
Valdemarsvik,563,Östergötlands län,South,1/1/2021,7660
Linköping,580,Östergötlands län,South,1/1/2013,150202
Linköping,580,Östergötlands län,South,1/1/2014,151881
Linköping,580,Östergötlands län,South,1/1/2015,152966
Linköping,580,Östergötlands län,South,1/1/2016,155817
Linköping,580,Östergötlands län,South,1/1/2017,158520
Linköping,580,Östergötlands län,South,1/1/2018,161034
Linköping,580,Östergötlands län,South,1/1/2019,163051
Linköping,580,Östergötlands län,South,1/1/2020,164616
Linköping,580,Östergötlands län,South,1/1/2021,165527
Norrköping,581,Östergötlands län,South,1/1/2013,133749
Norrköping,581,Östergötlands län,South,1/1/2014,135283
Norrköping,581,Östergötlands län,South,1/1/2015,137035
Norrköping,581,Östergötlands län,South,1/1/2016,139363
Norrköping,581,Östergötlands län,South,1/1/2017,140927
Norrköping,581,Östergötlands län,South,1/1/2018,141676
Norrköping,581,Östergötlands län,South,1/1/2019,143171
Norrköping,581,Östergötlands län,South,1/1/2020,143478
Norrköping,581,Östergötlands län,South,1/1/2021,144458
Söderköping,582,Östergötlands län,South,1/1/2013,14195
Söderköping,582,Östergötlands län,South,1/1/2014,14268
Söderköping,582,Östergötlands län,South,1/1/2015,14240
Söderköping,582,Östergötlands län,South,1/1/2016,14402
Söderköping,582,Östergötlands län,South,1/1/2017,14521
