County,County code,Region,Region+,Date,County population
Sunne,1766,Värmlands län,South,1/1/2013,13011
Sunne,1766,Värmlands län,South,1/1/2014,13099
Sunne,1766,Värmlands län,South,1/1/2015,13208
Sunne,1766,Värmlands län,South,1/1/2016,13425
Sunne,1766,Värmlands län,South,1/1/2017,13331
Sunne,1766,Värmlands län,South,1/1/2018,13261
Sunne,1766,Värmlands län,South,1/1/2019,13306
Sunne,1766,Värmlands län,South,1/1/2020,13335
Sunne,1766,Värmlands län,South,1/1/2021,13355
Karlstad,1780,Värmlands län,South,1/1/2013,87786
Karlstad,1780,Värmlands län,South,1/1/2014,88350
Karlstad,1780,Värmlands län,South,1/1/2015,89245
Karlstad,1780,Värmlands län,South,1/1/2016,90198
Karlstad,1780,Värmlands län,South,1/1/2017,91120
Karlstad,1780,Värmlands län,South,1/1/2018,92497
Karlstad,1780,Värmlands län,South,1/1/2019,93898
Karlstad,1780,Värmlands län,South,1/1/2020,94828
Karlstad,1780,Värmlands län,South,1/1/2021,95408
Kristinehamn,1781,Värmlands län,South,1/1/2013,23949
Kristinehamn,1781,Värmlands län,South,1/1/2014,24114
Kristinehamn,1781,Värmlands län,South,1/1/2015,24270
Kristinehamn,1781,Värmlands län,South,1/1/2016,24671
Kristinehamn,1781,Värmlands län,South,1/1/2017,24650
Kristinehamn,1781,Värmlands län,South,1/1/2018,24336
Kristinehamn,1781,Värmlands län,South,1/1/2019,24255
Kristinehamn,1781,Värmlands län,South,1/1/2020,24190
Kristinehamn,1781,Värmlands län,South,1/1/2021,24099
Filipstad,1782,Värmlands län,South,1/1/2013,10563
Filipstad,1782,Värmlands län,South,1/1/2014,10613
Filipstad,1782,Värmlands län,South,1/1/2015,10625
Filipstad,1782,Värmlands län,South,1/1/2016,10960
Filipstad,1782,Värmlands län,South,1/1/2017,10783
Filipstad,1782,Värmlands län,South,1/1/2018,10837
Filipstad,1782,Värmlands län,South,1/1/2019,10644
Filipstad,1782,Värmlands län,South,1/1/2020,10503
Filipstad,1782,Värmlands län,South,1/1/2021,10403
Hagfors,1783,Värmlands län,South,1/1/2013,12071
Hagfors,1783,Värmlands län,South,1/1/2014,11921
Hagfors,1783,Värmlands län,South,1/1/2015,11824
Hagfors,1783,Värmlands län,South,1/1/2016,11917
Hagfors,1783,Värmlands län,South,1/1/2017,11782
Hagfors,1783,Värmlands län,South,1/1/2018,11698
Hagfors,1783,Värmlands län,South,1/1/2019,11606
Hagfors,1783,Värmlands län,South,1/1/2020,11517
Hagfors,1783,Värmlands län,South,1/1/2021,11553
Arvika,1784,Värmlands län,South,1/1/2013,25817
Arvika,1784,Värmlands län,South,1/1/2014,25771
Arvika,1784,Värmlands län,South,1/1/2015,25841
Arvika,1784,Värmlands län,South,1/1/2016,26054
Arvika,1784,Värmlands län,South,1/1/2017,26060
Arvika,1784,Värmlands län,South,1/1/2018,26082
Arvika,1784,Värmlands län,South,1/1/2019,26045
Arvika,1784,Värmlands län,South,1/1/2020,25932
Arvika,1784,Värmlands län,South,1/1/2021,25854
Säffle,1785,Värmlands län,South,1/1/2013,15276
Säffle,1785,Värmlands län,South,1/1/2014,15334
Säffle,1785,Värmlands län,South,1/1/2015,15366
Säffle,1785,Värmlands län,South,1/1/2016,15633
Säffle,1785,Värmlands län,South,1/1/2017,15727
Säffle,1785,Värmlands län,South,1/1/2018,15643
Säffle,1785,Värmlands län,South,1/1/2019,15455
Säffle,1785,Värmlands län,South,1/1/2020,15420
Säffle,1785,Värmlands län,South,1/1/2021,15396
Lekeberg,1814,Örebro län,South,1/1/2013,7289
Lekeberg,1814,Örebro län,South,1/1/2014,7363
Lekeberg,1814,Örebro län,South,1/1/2015,7492
Lekeberg,1814,Örebro län,South,1/1/2016,7636
Lekeberg,1814,Örebro län,South,1/1/2017,7868
Lekeberg,1814,Örebro län,South,1/1/2018,8116
Lekeberg,1814,Örebro län,South,1/1/2019,8234
Lekeberg,1814,Örebro län,South,1/1/2020,8472
Lekeberg,1814,Örebro län,South,1/1/2021,8603
Laxå,1860,Örebro län,South,1/1/2013,5580
Laxå,1860,Örebro län,South,1/1/2014,5664
Laxå,1860,Örebro län,South,1/1/2015,5656
Laxå,1860,Örebro län,South,1/1/2016,5709
Laxå,1860,Örebro län,South,1/1/2017,5643
Laxå,1860,Örebro län,South,1/1/2018,5637
Laxå,1860,Örebro län,South,1/1/2019,5683
Laxå,1860,Örebro län,South,1/1/2020,5659
Laxå,1860,Örebro län,South,1/1/2021,5582
Hallsberg,1861,Örebro län,South,1/1/2013,15267
Hallsberg,1861,Örebro län,South,1/1/2014,15315
Hallsberg,1861,Örebro län,South,1/1/2015,15509
Hallsberg,1861,Örebro län,South,1/1/2016,15649
Hallsberg,1861,Örebro län,South,1/1/2017,15932
Hallsberg,1861,Örebro län,South,1/1/2018,15954
Hallsberg,1861,Örebro län,South,1/1/2019,15932
Hallsberg,1861,Örebro län,South,1/1/2020,15990
Hallsberg,1861,Örebro län,South,1/1/2021,16196
Degerfors,1862,Örebro län,South,1/1/2013,9500
Degerfors,1862,Örebro län,South,1/1/2014,9531
Degerfors,1862,Örebro län,South,1/1/2015,9543
Degerfors,1862,Örebro län,South,1/1/2016,9609
Degerfors,1862,Örebro län,South,1/1/2017,9668
Degerfors,1862,Örebro län,South,1/1/2018,9665
Degerfors,1862,Örebro län,South,1/1/2019,9666
Degerfors,1862,Örebro län,South,1/1/2020,9631
Degerfors,1862,Örebro län,South,1/1/2021,9534
Hällefors,1863,Örebro län,South,1/1/2013,6982
Hällefors,1863,Örebro län,South,1/1/2014,6936
Hällefors,1863,Örebro län,South,1/1/2015,7032
Hällefors,1863,Örebro län,South,1/1/2016,7138
Hällefors,1863,Örebro län,South,1/1/2017,7109
Hällefors,1863,Örebro län,South,1/1/2018,6983
Hällefors,1863,Örebro län,South,1/1/2019,7013
Hällefors,1863,Örebro län,South,1/1/2020,6896
Hällefors,1863,Örebro län,South,1/1/2021,6849
Ljusnarsberg,1864,Örebro län,South,1/1/2013,4875
Ljusnarsberg,1864,Örebro län,South,1/1/2014,4913
Ljusnarsberg,1864,Örebro län,South,1/1/2015,4928
Ljusnarsberg,1864,Örebro län,South,1/1/2016,5006
Ljusnarsberg,1864,Örebro län,South,1/1/2017,4942
Ljusnarsberg,1864,Örebro län,South,1/1/2018,4846
Ljusnarsberg,1864,Örebro län,South,1/1/2019,4771
Ljusnarsberg,1864,Örebro län,South,1/1/2020,4674
Ljusnarsberg,1864,Örebro län,South,1/1/2021,4604
Örebro,1880,Örebro län,South,1/1/2013,140599
Örebro,1880,Örebro län,South,1/1/2014,142618
Örebro,1880,Örebro län,South,1/1/2015,144200
Örebro,1880,Örebro län,South,1/1/2016,146631
Örebro,1880,Örebro län,South,1/1/2017,150291
Örebro,1880,Örebro län,South,1/1/2018,153367
Örebro,1880,Örebro län,South,1/1/2019,155696
Örebro,1880,Örebro län,South,1/1/2020,156381
Örebro,1880,Örebro län,South,1/1/2021,156987
Kumla,1881,Örebro län,South,1/1/2013,20904
Kumla,1881,Örebro län,South,1/1/2014,21016
Kumla,1881,Örebro län,South,1/1/2015,21154
Kumla,1881,Örebro län,South,1/1/2016,21334
Kumla,1881,Örebro län,South,1/1/2017,21506
Kumla,1881,Örebro län,South,1/1/2018,21640
Kumla,1881,Örebro län,South,1/1/2019,21738
Kumla,1881,Örebro län,South,1/1/2020,21862
Kumla,1881,Örebro län,South,1/1/2021,22144
Askersund,1882,Örebro län,South,1/1/2013,11096
Askersund,1882,Örebro län,South,1/1/2014,11119
Askersund,1882,Örebro län,South,1/1/2015,11151
Askersund,1882,Örebro län,South,1/1/2016,11282
Askersund,1882,Örebro län,South,1/1/2017,11175
Askersund,1882,Örebro län,South,1/1/2018,11313
Askersund,1882,Örebro län,South,1/1/2019,11377
Askersund,1882,Örebro län,South,1/1/2020,11471
Askersund,1882,Örebro län,South,1/1/2021,11534
Karlskoga,1883,Örebro län,South,1/1/2013,29728
Karlskoga,1883,Örebro län,South,1/1/2014,30054
Karlskoga,1883,Örebro län,South,1/1/2015,30283
Karlskoga,1883,Örebro län,South,1/1/2016,30538
Karlskoga,1883,Örebro län,South,1/1/2017,30413
Karlskoga,1883,Örebro län,South,1/1/2018,30419
Karlskoga,1883,Örebro län,South,1/1/2019,30381
Karlskoga,1883,Örebro län,South,1/1/2020,30263
Karlskoga,1883,Örebro län,South,1/1/2021,30437
Nora,1884,Örebro län,South,1/1/2013,10399
Nora,1884,Örebro län,South,1/1/2014,10352
Nora,1884,Örebro län,South,1/1/2015,10502
Nora,1884,Örebro län,South,1/1/2016,10665
Nora,1884,Örebro län,South,1/1/2017,10747
Nora,1884,Örebro län,South,1/1/2018,10737
Nora,1884,Örebro län,South,1/1/2019,10726
Nora,1884,Örebro län,South,1/1/2020,10686
Nora,1884,Örebro län,South,1/1/2021,10721
Lindesberg,1885,Örebro län,South,1/1/2013,23176
Lindesberg,1885,Örebro län,South,1/1/2014,23269
Lindesberg,1885,Örebro län,South,1/1/2015,23562
Lindesberg,1885,Örebro län,South,1/1/2016,23744
Lindesberg,1885,Örebro län,South,1/1/2017,23613
Lindesberg,1885,Örebro län,South,1/1/2018,23575
Lindesberg,1885,Örebro län,South,1/1/2019,23588
Lindesberg,1885,Örebro län,South,1/1/2020,23658
Lindesberg,1885,Örebro län,South,1/1/2021,23601
Skinnskatteberg,1904,Västmanlands län,South,1/1/2013,4411
Skinnskatteberg,1904,Västmanlands län,South,1/1/2014,4434
Skinnskatteberg,1904,Västmanlands län,South,1/1/2015,4472
Skinnskatteberg,1904,Västmanlands län,South,1/1/2016,4429
Skinnskatteberg,1904,Västmanlands län,South,1/1/2017,4431
Skinnskatteberg,1904,Västmanlands län,South,1/1/2018,4429
Skinnskatteberg,1904,Västmanlands län,South,1/1/2019,4393
Skinnskatteberg,1904,Västmanlands län,South,1/1/2020,4366
Skinnskatteberg,1904,Västmanlands län,South,1/1/2021,4371
Surahammar,1907,Västmanlands län,South,1/1/2013,9834
Surahammar,1907,Västmanlands län,South,1/1/2014,9918
Surahammar,1907,Västmanlands län,South,1/1/2015,9985
Surahammar,1907,Västmanlands län,South,1/1/2016,10059
Surahammar,1907,Västmanlands län,South,1/1/2017,10037
Surahammar,1907,Västmanlands län,South,1/1/2018,10088
Surahammar,1907,Västmanlands län,South,1/1/2019,10106
Surahammar,1907,Västmanlands län,South,1/1/2020,10092
Surahammar,1907,Västmanlands län,South,1/1/2021,10099
Kungsör,1960,Västmanlands län,South,1/1/2013,8175
Kungsör,1960,Västmanlands län,South,1/1/2014,8269
Kungsör,1960,Västmanlands län,South,1/1/2015,8343
Kungsör,1960,Västmanlands län,South,1/1/2016,8432
Kungsör,1960,Västmanlands län,South,1/1/2017,8603
Kungsör,1960,Västmanlands län,South,1/1/2018,8667
Kungsör,1960,Västmanlands län,South,1/1/2019,8675
Kungsör,1960,Västmanlands län,South,1/1/2020,8745
Kungsör,1960,Västmanlands län,South,1/1/2021,8787
Hallstahammar,1961,Västmanlands län,South,1/1/2013,15524
Hallstahammar,1961,Västmanlands län,South,1/1/2014,15596
Hallstahammar,1961,Västmanlands län,South,1/1/2015,15645
Hallstahammar,1961,Västmanlands län,South,1/1/2016,15843
Hallstahammar,1961,Västmanlands län,South,1/1/2017,15998
Hallstahammar,1961,Västmanlands län,South,1/1/2018,16186
Hallstahammar,1961,Västmanlands län,South,1/1/2019,16346
Hallstahammar,1961,Västmanlands län,South,1/1/2020,16400
Hallstahammar,1961,Västmanlands län,South,1/1/2021,16608
Norberg,1962,Västmanlands län,South,1/1/2013,5608
Norberg,1962,Västmanlands län,South,1/1/2014,5719
Norberg,1962,Västmanlands län,South,1/1/2015,5803
Norberg,1962,Västmanlands län,South,1/1/2016,5795
Norberg,1962,Västmanlands län,South,1/1/2017,5796
Norberg,1962,Västmanlands län,South,1/1/2018,5795
Norberg,1962,Västmanlands län,South,1/1/2019,5690
Norberg,1962,Västmanlands län,South,1/1/2020,5729
Norberg,1962,Västmanlands län,South,1/1/2021,5714
Västerås,1980,Västmanlands län,South,1/1/2013,142131
Västerås,1980,Västmanlands län,South,1/1/2014,143702
Västerås,1980,Västmanlands län,South,1/1/2015,145218
Västerås,1980,Västmanlands län,South,1/1/2016,147420
Västerås,1980,Västmanlands län,South,1/1/2017,150134
Västerås,1980,Västmanlands län,South,1/1/2018,152078
Västerås,1980,Västmanlands län,South,1/1/2019,154049
Västerås,1980,Västmanlands län,South,1/1/2020,155551
Västerås,1980,Västmanlands län,South,1/1/2021,156838
Sala,1981,Västmanlands län,South,1/1/2013,21769
Sala,1981,Västmanlands län,South,1/1/2014,21925
Sala,1981,Västmanlands län,South,1/1/2015,22109
Sala,1981,Västmanlands län,South,1/1/2016,22353
Sala,1981,Västmanlands län,South,1/1/2017,22631
Sala,1981,Västmanlands län,South,1/1/2018,22816
Sala,1981,Västmanlands län,South,1/1/2019,22894
Sala,1981,Västmanlands län,South,1/1/2020,22867
Sala,1981,Västmanlands län,South,1/1/2021,22998
Fagersta,1982,Västmanlands län,South,1/1/2013,12872
Fagersta,1982,Västmanlands län,South,1/1/2014,13133
Fagersta,1982,Västmanlands län,South,1/1/2015,13286
Fagersta,1982,Västmanlands län,South,1/1/2016,13445
Fagersta,1982,Västmanlands län,South,1/1/2017,13415
Fagersta,1982,Västmanlands län,South,1/1/2018,13464
Fagersta,1982,Västmanlands län,South,1/1/2019,13391
Fagersta,1982,Västmanlands län,South,1/1/2020,13267
Fagersta,1982,Västmanlands län,South,1/1/2021,13319
Köping,1983,Västmanlands län,South,1/1/2013,25237
Köping,1983,Västmanlands län,South,1/1/2014,25376
Köping,1983,Västmanlands län,South,1/1/2015,25557
Köping,1983,Västmanlands län,South,1/1/2016,25950
Köping,1983,Västmanlands län,South,1/1/2017,26116
Köping,1983,Västmanlands län,South,1/1/2018,26268
Köping,1983,Västmanlands län,South,1/1/2019,26214
Köping,1983,Västmanlands län,South,1/1/2020,26085
Köping,1983,Västmanlands län,South,1/1/2021,26133
Arboga,1984,Västmanlands län,South,1/1/2013,13493
Arboga,1984,Västmanlands län,South,1/1/2014,13631
Arboga,1984,Västmanlands län,South,1/1/2015,13858
Arboga,1984,Västmanlands län,South,1/1/2016,13903
Arboga,1984,Västmanlands län,South,1/1/2017,13934
Arboga,1984,Västmanlands län,South,1/1/2018,14138
Arboga,1984,Västmanlands län,South,1/1/2019,14087
Arboga,1984,Västmanlands län,South,1/1/2020,14039
Arboga,1984,Västmanlands län,South,1/1/2021,14100
Vansbro,2021,Dalarnas län,North,1/1/2013,6730
Vansbro,2021,Dalarnas län,North,1/1/2014,6694
Vansbro,2021,Dalarnas län,North,1/1/2015,6715
Vansbro,2021,Dalarnas län,North,1/1/2016,6884
Vansbro,2021,Dalarnas län,North,1/1/2017,6837
Vansbro,2021,Dalarnas län,North,1/1/2018,6807
Vansbro,2021,Dalarnas län,North,1/1/2019,6805
Vansbro,2021,Dalarnas län,North,1/1/2020,6801
Vansbro,2021,Dalarnas län,North,1/1/2021,6776
Malung-Sälen,2023,Dalarnas län,North,1/1/2013,10061
Malung-Sälen,2023,Dalarnas län,North,1/1/2014,9969
Malung-Sälen,2023,Dalarnas län,North,1/1/2015,10036
Malung-Sälen,2023,Dalarnas län,North,1/1/2016,10091
Malung-Sälen,2023,Dalarnas län,North,1/1/2017,10114
Malung-Sälen,2023,Dalarnas län,North,1/1/2018,10106
Malung-Sälen,2023,Dalarnas län,North,1/1/2019,10138
Malung-Sälen,2023,Dalarnas län,North,1/1/2020,10177
Malung-Sälen,2023,Dalarnas län,North,1/1/2021,10218
Gagnef,2026,Dalarnas län,North,1/1/2013,10023
Gagnef,2026,Dalarnas län,North,1/1/2014,10024
Gagnef,2026,Dalarnas län,North,1/1/2015,10079
Gagnef,2026,Dalarnas län,North,1/1/2016,10175
Gagnef,2026,Dalarnas län,North,1/1/2017,10241
Gagnef,2026,Dalarnas län,North,1/1/2018,10271
Gagnef,2026,Dalarnas län,North,1/1/2019,10304
Gagnef,2026,Dalarnas län,North,1/1/2020,10378
Gagnef,2026,Dalarnas län,North,1/1/2021,10502
Leksand,2029,Dalarnas län,North,1/1/2013,15157
Leksand,2029,Dalarnas län,North,1/1/2014,15252
Leksand,2029,Dalarnas län,North,1/1/2015,15326
Leksand,2029,Dalarnas län,North,1/1/2016,15507
Leksand,2029,Dalarnas län,North,1/1/2017,15640
Leksand,2029,Dalarnas län,North,1/1/2018,15804
Leksand,2029,Dalarnas län,North,1/1/2019,15807
Leksand,2029,Dalarnas län,North,1/1/2020,15801
Leksand,2029,Dalarnas län,North,1/1/2021,16012
Rättvik,2031,Dalarnas län,North,1/1/2013,10766
Rättvik,2031,Dalarnas län,North,1/1/2014,10748
Rättvik,2031,Dalarnas län,North,1/1/2015,10759
Rättvik,2031,Dalarnas län,North,1/1/2016,10856
Rättvik,2031,Dalarnas län,North,1/1/2017,10837
Rättvik,2031,Dalarnas län,North,1/1/2018,10907
Rättvik,2031,Dalarnas län,North,1/1/2019,10950
Rättvik,2031,Dalarnas län,North,1/1/2020,11047
Rättvik,2031,Dalarnas län,North,1/1/2021,11103
Orsa,2034,Dalarnas län,North,1/1/2013,6849
Orsa,2034,Dalarnas län,North,1/1/2014,6812
Orsa,2034,Dalarnas län,North,1/1/2015,6750
Orsa,2034,Dalarnas län,North,1/1/2016,6861
Orsa,2034,Dalarnas län,North,1/1/2017,6887
Orsa,2034,Dalarnas län,North,1/1/2018,6892
Orsa,2034,Dalarnas län,North,1/1/2019,6911
Orsa,2034,Dalarnas län,North,1/1/2020,6877
Orsa,2034,Dalarnas län,North,1/1/2021,6918
Älvdalen,2039,Dalarnas län,North,1/1/2013,7096
Älvdalen,2039,Dalarnas län,North,1/1/2014,7052
Älvdalen,2039,Dalarnas län,North,1/1/2015,7035
Älvdalen,2039,Dalarnas län,North,1/1/2016,7039
Älvdalen,2039,Dalarnas län,North,1/1/2017,7068
Älvdalen,2039,Dalarnas län,North,1/1/2018,7121
Älvdalen,2039,Dalarnas län,North,1/1/2019,7031
Älvdalen,2039,Dalarnas län,North,1/1/2020,7033
Älvdalen,2039,Dalarnas län,North,1/1/2021,7042
Smedjebacken,2061,Dalarnas län,North,1/1/2013,10691
Smedjebacken,2061,Dalarnas län,North,1/1/2014,10712
Smedjebacken,2061,Dalarnas län,North,1/1/2015,10790
Smedjebacken,2061,Dalarnas län,North,1/1/2016,10909
Smedjebacken,2061,Dalarnas län,North,1/1/2017,10894
Smedjebacken,2061,Dalarnas län,North,1/1/2018,10897
Smedjebacken,2061,Dalarnas län,North,1/1/2019,10894
Smedjebacken,2061,Dalarnas län,North,1/1/2020,10854
Smedjebacken,2061,Dalarnas län,North,1/1/2021,10933
Mora,2062,Dalarnas län,North,1/1/2013,19998
Mora,2062,Dalarnas län,North,1/1/2014,20006
Mora,2062,Dalarnas län,North,1/1/2015,20101
Mora,2062,Dalarnas län,North,1/1/2016,20279
Mora,2062,Dalarnas län,North,1/1/2017,20369
Mora,2062,Dalarnas län,North,1/1/2018,20390
Mora,2062,Dalarnas län,North,1/1/2019,20470
Mora,2062,Dalarnas län,North,1/1/2020,20492
Mora,2062,Dalarnas län,North,1/1/2021,20670
Falun,2080,Dalarnas län,North,1/1/2013,56767
Falun,2080,Dalarnas län,North,1/1/2014,56896
Falun,2080,Dalarnas län,North,1/1/2015,57062
Falun,2080,Dalarnas län,North,1/1/2016,57685
Falun,2080,Dalarnas län,North,1/1/2017,58340
Falun,2080,Dalarnas län,North,1/1/2018,58923
Falun,2080,Dalarnas län,North,1/1/2019,59406
Falun,2080,Dalarnas län,North,1/1/2020,59528
Falun,2080,Dalarnas län,North,1/1/2021,59837
Borlänge,2081,Dalarnas län,North,1/1/2013,50023
Borlänge,2081,Dalarnas län,North,1/1/2014,50715
Borlänge,2081,Dalarnas län,North,1/1/2015,50988
Borlänge,2081,Dalarnas län,North,1/1/2016,51604
Borlänge,2081,Dalarnas län,North,1/1/2017,51964
Borlänge,2081,Dalarnas län,North,1/1/2018,52224
Borlänge,2081,Dalarnas län,North,1/1/2019,52590
Borlänge,2081,Dalarnas län,North,1/1/2020,52394
Borlänge,2081,Dalarnas län,North,1/1/2021,52254
Säter,2082,Dalarnas län,North,1/1/2013,10873
Säter,2082,Dalarnas län,North,1/1/2014,10886
Säter,2082,Dalarnas län,North,1/1/2015,11009
Säter,2082,Dalarnas län,North,1/1/2016,11086
Säter,2082,Dalarnas län,North,1/1/2017,11160
Säter,2082,Dalarnas län,North,1/1/2018,11123
Säter,2082,Dalarnas län,North,1/1/2019,11093
Säter,2082,Dalarnas län,North,1/1/2020,11161
Säter,2082,Dalarnas län,North,1/1/2021,11242
Hedemora,2083,Dalarnas län,North,1/1/2013,15021
Hedemora,2083,Dalarnas län,North,1/1/2014,15085
Hedemora,2083,Dalarnas län,North,1/1/2015,15235
Hedemora,2083,Dalarnas län,North,1/1/2016,15461
Hedemora,2083,Dalarnas län,North,1/1/2017,15566
Hedemora,2083,Dalarnas län,North,1/1/2018,15457
Hedemora,2083,Dalarnas län,North,1/1/2019,15491
Hedemora,2083,Dalarnas län,North,1/1/2020,15462
Hedemora,2083,Dalarnas län,North,1/1/2021,15458
Avesta,2084,Dalarnas län,North,1/1/2013,21582
Avesta,2084,Dalarnas län,North,1/1/2014,22022
Avesta,2084,Dalarnas län,North,1/1/2015,22781
Avesta,2084,Dalarnas län,North,1/1/2016,23161
Avesta,2084,Dalarnas län,North,1/1/2017,23256
Avesta,2084,Dalarnas län,North,1/1/2018,23323
Avesta,2084,Dalarnas län,North,1/1/2019,23178
Avesta,2084,Dalarnas län,North,1/1/2020,23067
Avesta,2084,Dalarnas län,North,1/1/2021,22925
Ludvika,2085,Dalarnas län,North,1/1/2013,25712
Ludvika,2085,Dalarnas län,North,1/1/2014,26030
Ludvika,2085,Dalarnas län,North,1/1/2015,26362
Ludvika,2085,Dalarnas län,North,1/1/2016,26933
Ludvika,2085,Dalarnas län,North,1/1/2017,26992
Ludvika,2085,Dalarnas län,North,1/1/2018,26946
Ludvika,2085,Dalarnas län,North,1/1/2019,26898
Ludvika,2085,Dalarnas län,North,1/1/2020,26604
Ludvika,2085,Dalarnas län,North,1/1/2021,26497
Ockelbo,2101,Gävleborgs län,North,1/1/2013,5785
Ockelbo,2101,Gävleborgs län,North,1/1/2014,5765
Ockelbo,2101,Gävleborgs län,North,1/1/2015,5849
Ockelbo,2101,Gävleborgs län,North,1/1/2016,5856
Ockelbo,2101,Gävleborgs län,North,1/1/2017,5896
Ockelbo,2101,Gävleborgs län,North,1/1/2018,5906
Ockelbo,2101,Gävleborgs län,North,1/1/2019,5908
Ockelbo,2101,Gävleborgs län,North,1/1/2020,5884
Ockelbo,2101,Gävleborgs län,North,1/1/2021,5865
Hofors,2104,Gävleborgs län,North,1/1/2013,9511
Hofors,2104,Gävleborgs län,North,1/1/2014,9431
Hofors,2104,Gävleborgs län,North,1/1/2015,9435
Hofors,2104,Gävleborgs län,North,1/1/2016,9564
Hofors,2104,Gävleborgs län,North,1/1/2017,9660
Hofors,2104,Gävleborgs län,North,1/1/2018,9602
Hofors,2104,Gävleborgs län,North,1/1/2019,9588
Hofors,2104,Gävleborgs län,North,1/1/2020,9570
Hofors,2104,Gävleborgs län,North,1/1/2021,9578
Ovanåker,2121,Gävleborgs län,North,1/1/2013,11354
Ovanåker,2121,Gävleborgs län,North,1/1/2014,11432
Ovanåker,2121,Gävleborgs län,North,1/1/2015,11469
Ovanåker,2121,Gävleborgs län,North,1/1/2016,11631
Ovanåker,2121,Gävleborgs län,North,1/1/2017,11609
Ovanåker,2121,Gävleborgs län,North,1/1/2018,11684
Ovanåker,2121,Gävleborgs län,North,1/1/2019,11670
Ovanåker,2121,Gävleborgs län,North,1/1/2020,11672
Ovanåker,2121,Gävleborgs län,North,1/1/2021,11711
Nordanstig,2132,Gävleborgs län,North,1/1/2013,9491
Nordanstig,2132,Gävleborgs län,North,1/1/2014,9493
Nordanstig,2132,Gävleborgs län,North,1/1/2015,9490
Nordanstig,2132,Gävleborgs län,North,1/1/2016,9511
Nordanstig,2132,Gävleborgs län,North,1/1/2017,9481
Nordanstig,2132,Gävleborgs län,North,1/1/2018,9517
Nordanstig,2132,Gävleborgs län,North,1/1/2019,9477
Nordanstig,2132,Gävleborgs län,North,1/1/2020,9483
Nordanstig,2132,Gävleborgs län,North,1/1/2021,9480
Ljusdal,2161,Gävleborgs län,North,1/1/2013,18931
Ljusdal,2161,Gävleborgs län,North,1/1/2014,18949
Ljusdal,2161,Gävleborgs län,North,1/1/2015,19027
Ljusdal,2161,Gävleborgs län,North,1/1/2016,19067
Ljusdal,2161,Gävleborgs län,North,1/1/2017,19028
Ljusdal,2161,Gävleborgs län,North,1/1/2018,19033
Ljusdal,2161,Gävleborgs län,North,1/1/2019,18949
Ljusdal,2161,Gävleborgs län,North,1/1/2020,18867
Ljusdal,2161,Gävleborgs län,North,1/1/2021,18804
Gävle,2180,Gävleborgs län,North,1/1/2013,97236
Gävle,2180,Gävleborgs län,North,1/1/2014,98314
Gävle,2180,Gävleborgs län,North,1/1/2015,98877
Gävle,2180,Gävleborgs län,North,1/1/2016,99788
Gävle,2180,Gävleborgs län,North,1/1/2017,100603
Gävle,2180,Gävleborgs län,North,1/1/2018,101455
Gävle,2180,Gävleborgs län,North,1/1/2019,102418
Gävle,2180,Gävleborgs län,North,1/1/2020,102904
Gävle,2180,Gävleborgs län,North,1/1/2021,103136
Sandviken,2181,Gävleborgs län,North,1/1/2013,37250
Sandviken,2181,Gävleborgs län,North,1/1/2014,37833
Sandviken,2181,Gävleborgs län,North,1/1/2015,38314
Sandviken,2181,Gävleborgs län,North,1/1/2016,38949
Sandviken,2181,Gävleborgs län,North,1/1/2017,39259
Sandviken,2181,Gävleborgs län,North,1/1/2018,39208
Sandviken,2181,Gävleborgs län,North,1/1/2019,39234
Sandviken,2181,Gävleborgs län,North,1/1/2020,39290
Sandviken,2181,Gävleborgs län,North,1/1/2021,39250
Söderhamn,2182,Gävleborgs län,North,1/1/2013,25442
Söderhamn,2182,Gävleborgs län,North,1/1/2014,25456
Söderhamn,2182,Gävleborgs län,North,1/1/2015,25785
Söderhamn,2182,Gävleborgs län,North,1/1/2016,25992
Söderhamn,2182,Gävleborgs län,North,1/1/2017,25782
Söderhamn,2182,Gävleborgs län,North,1/1/2018,25721
Söderhamn,2182,Gävleborgs län,North,1/1/2019,25643
Söderhamn,2182,Gävleborgs län,North,1/1/2020,25492
Söderhamn,2182,Gävleborgs län,North,1/1/2021,25446
Bollnäs,2183,Gävleborgs län,North,1/1/2013,26141
Bollnäs,2183,Gävleborgs län,North,1/1/2014,26394
Bollnäs,2183,Gävleborgs län,North,1/1/2015,26594
Bollnäs,2183,Gävleborgs län,North,1/1/2016,26929
Bollnäs,2183,Gävleborgs län,North,1/1/2017,26918
Bollnäs,2183,Gävleborgs län,North,1/1/2018,26991
Bollnäs,2183,Gävleborgs län,North,1/1/2019,26888
Bollnäs,2183,Gävleborgs län,North,1/1/2020,26809
Bollnäs,2183,Gävleborgs län,North,1/1/2021,26753
Hudiksvall,2184,Gävleborgs län,North,1/1/2013,36829
Hudiksvall,2184,Gävleborgs län,North,1/1/2014,36924
Hudiksvall,2184,Gävleborgs län,North,1/1/2015,36975
Hudiksvall,2184,Gävleborgs län,North,1/1/2016,37299
Hudiksvall,2184,Gävleborgs län,North,1/1/2017,37401
Hudiksvall,2184,Gävleborgs län,North,1/1/2018,37430
Hudiksvall,2184,Gävleborgs län,North,1/1/2019,37607
Hudiksvall,2184,Gävleborgs län,North,1/1/2020,37531
Hudiksvall,2184,Gävleborgs län,North,1/1/2021,37744
Ånge,2260,Västernorrlands län,North,1/1/2013,9548
